id,osm_id,name,number,street,postal_code,city,country,country_code,status,lat,lon,website,phone,fax,year,stats,tags,description
0311801,387245355,Musée Municipal de Gannat,,Esplanade Pierre-Roch-Jurien-de-la-Gravière,03800,Gannat,France,fr,open,46.10151045,3.1965522151680728,,,,2002,payant:1190;gratuit:438,label:musee de france,
4307001,4398955697,Musée de Paléontologie,,Rue du Château,43380,Chilhac,France,fr,open,45.1559183,3.4375593,,,,2002,payant:3074;gratuit:0,label:musee de france,
4311701,,Musée des Arts et Traditions Populaires de Haute Loire,,,,LAVAUDIEU,France,fr,open,,,,,,2002,payant:13768;gratuit:680,label:musee de france,
6311303,67552132,Muséum d'Histoire Naturelle Henri-Lecoq,15,Rue Bardoux,63000,Clermont-Ferrand,France,fr,open,45.774145950000005,3.0884366874758022,,,,2002,payant:2454;gratuit:16463;label-date:06/01/2002,label:musee de france,
6347001,300341262,Musée Municipal Marcel Sahut,,Rue des Écoles,63530,Volvic,France,fr,open,45.872425,3.038987176470588,,,,2002,payant:888;gratuit:2420,label:musee de france,
2100801,1614573,Musée Alésia - Centre d'Interprétation,1,D 103T,21150,Alise-Sainte-Reine,France,fr,open,47.535713799999996,4.469206464634147,,,,2002,payant:15898;gratuit:2026,label:musee de france,
2103801,7419064530,Musée Bonaparte,,Place du Château,21130,Auxonne,France,fr,open,47.1915827,5.3833549,,,,2002,payant:0;gratuit:2372,label:musee de france,
2105402,371712800,Musée des Beaux-Arts,,Rempart Madeleine,21200,Beaune,France,fr,open,47.0214963,4.8398035,,,,2002,payant:4958;gratuit:2956,label:musee de france,
2123102,1493118991,Musée Archéologique,,Place Saint-Bénigne,21000,Dijon,France,fr,open,47.3216174,5.0348411,,,,2002,payant:5601;gratuit:17257,label:musee de france,
5830401,1356183136,Musée Auguste Grasset,,Rue de la Caserne,58210,Varzy,France,fr,open,47.3586963,3.3887096,,,,2002,payant:1761;gratuit:3035,label:musee de france,
7101404,223582725,Museum d'Histoire Naturelle Jacques de La Comble,,Allée Jacques de la Comble,71400,Autun,France,fr,open,46.9499423,4.3172422,,,,2002,payant:636;gratuit:3119;label-date:06/01/2002,label:musee de france,
7113701,142255492,Musée d'Art et d'Archéologie,,Place Notre-Dame,60300,Senlis,France,fr,open,49.2064225,2.5866285006288354,,,,2002,payant:86123;gratuit:22694,label:musee de france,
7126301,372835947,"""L'Atelier d'un Journal"""" de Louhans - Musée Municipal""",,Rue du Musée,71440,Thurey,France,fr,open,46.7430242,5.1227339,,,,2002,payant:2602;gratuit:338,label:musee de france,
7127001,700244362,Musée des Ursulines,,Rue des Ursulines,71000,Saint-Clément,France,fr,open,46.307027,4.833142197130883,,,,2002,payant:2745;gratuit:8195,label:musee de france,
7127002,700244362,Musée Lamartine,,Rue des Ursulines,71000,Saint-Clément,France,fr,open,46.307027,4.833142197130883,,,,2002,payant:1627;gratuit:1984,label:musee de france,
7127501,2690539792,Musée de la Tour du Moulin,9,Rue de la Tour du Moulin,71110,Marcigny,France,fr,open,46.274612,4.0431847,,,,2002,payant:1728;gratuit:456,label:musee de france,
7154301,7419064527,Hôtel Dieu - Musée Greuze,,Rue de l'Hôpital,71700,Tournus,France,fr,open,46.5619544,4.9109248,,,,2002,payant:8514;gratuit:4439,label:musee de france,
8936801,2598935771,Musée Colette,,Place du Château,89520,Saint-Sauveur-en-Puisaye,France,fr,open,47.6173071,3.1989776,,,,2002,payant:9194;gratuit:2484,label:musee de france,
2209301,123094895,Musée Mathurin Meheut,,Rue du Docteur Calmette,22400,Saint-Brieuc,France,fr,open,48.469658,-2.5154268059467917,,,,2002,payant:5964;gratuit:0;label-date:02/05/2002,label:musee de france,
2227801,78123314,Musée d'Art et d'Histoire,,Cour Francis Renaud,22000,Saint-Brieuc,France,fr,open,48.51234775,-2.7619036982498804,,,,2002,payant:0;gratuit:193504,label:musee de france,
2922001,,Musée Bigouden,,,,PONT-L'ABBE,France,fr,open,,,,,,2002,payant:23667;gratuit:0,label:musee de france,
3523801,7422696,Musée de Bretagne,,Boulevard Magenta,35000|35700|35200,Rennes,France,fr,open,48.105132049999995,-1.6741388704016005,,,,2002,payant:32055;gratuit:0,label:musee de france,
3528802,,Musée d'Histoire de la Ville de Saint-Malo,,,,SAINT-MALO,France,fr,open,,,,,,2002,payant:37122;gratuit:11101,label:musee de france,
3536001,92884430,Musée Saint-Nicolas,,Rue du Rachapt,35500,Vitré,France,fr,open,48.1260135,-1.2166992529105425,,,,2002,payant:2837;gratuit:860,label:musee de france,
5603401,93998149,Musée de Préhistoire J. Miln- Z. Le-Rouzic,10,Place de la Chapelle,56340,Carnac,France,fr,open,47.584818999999996,-3.0782984382775096,,,,2002,payant:32274;gratuit:1734,label:musee de france,
5624001,528996147,Musée du Château de Suscinio,,Route du Duc Jean V,56370,Sarzeau,France,fr,open,47.5129311,-2.7294371823705177,,,,2002,payant:66464;gratuit:17464,label:musee de france,
1803301,3639383770,Musée Estève,,Rue Édouard Branly,18000,Bourges,France,fr,open,47.0861911,2.396213,,,,2002,payant:0;gratuit:17904,label:musee de france,
3620001,275239079,Musée Archéologique d'Argentomagus,,Impasse du Clos des Mersans,36200,Saint-Marcel,France,fr,open,46.600498,1.5163171900000003,,,,2002,payant:20522;gratuit:0,label:musee de france,
3700302,62782286,Musée de la poste,2,Rue du Clos Lucé,37400,Amboise,France,fr,closed,47.41032365,0.9921089543099333,,,,2002,payant:0;gratuit:0,label:musee de france,
4500802,,Musée Municipal Théâtre Forain et Archéologique,,,,ARTENAY,France,fr,open,,,,,,2002,payant:9360;gratuit:0,label:musee de france,
1038703,73124719,Musée Vauluisant - Musée de la Bonneterie,,Rue de la Crosse,10000,Troyes,France,fr,open,48.29995,4.082291342005172,,,,2002,payant:3931;gratuit:4016,label:musee de france,
5206001,,Musée Municipal,,,,BOURBONNE-LES-BAINS,France,fr,closed,,,,,,2002,payant:0;gratuit:0,label:musee de france,
5235301,5915925232,Musée de la Coutellerie,,Place Charles de Gaulle,52800,Nogent,France,fr,open,48.0275986,5.3411994,,,,2002,payant:5750;gratuit:1274;label-date:18/04/2002,label:musee de france,
5145405,7030744259,Musée Hôtel le Vergeur,36,Place du Forum,51100,Reims,France,fr,open,49.2571018,4.0341284,,,,2002,payant:7142;gratuit:4098,label:musee de france,
5145401,733881096,Musée des Beaux-Arts de Saint-Denis,,,51100,Reims,France,fr,open,49.252981500000004,4.030427080857688,,,,2002,payant:10470;gratuit:24432;label-date:06/01/2002,label:musee de france,
5150702,,Musée de l'Argonne Viard-Morel,,,,SAINTE-MENEHOULD,France,fr,open,,,,,,2002,payant:0;gratuit:950,label:musee de france,
