osm_id,name,name:en,int_name,old_name,old_name:en,number,street,postal_code,city,country,country_code,lat,lon,website,phone,fax,tags,description,date_added,wikidata
484785793,,,,,,,,67003,Strasbourg,France,fr,48.5788865,7.7361901,,,,osm:museum,,2011-07-25T13:06:20Z,
484785794,,,,,,,,67003,Strasbourg,France,fr,48.5789596,7.7362034,,,,osm:museum,,2011-07-25T13:06:20Z,
484785795,,,,,,,,67003,Strasbourg,France,fr,48.5789659,7.7361206,,,,osm:museum,,2011-07-25T13:06:20Z,
484785796,,,,,,,,67003,Strasbourg,France,fr,48.5788882,7.7361036,,,,osm:museum,,2011-07-25T13:06:20Z,
484785797,,,,,,,,67003,Strasbourg,France,fr,48.5788951,7.735977,,,,osm:museum,,2017-06-06T18:15:38Z,
484785798,,,,,,,,67003,Strasbourg,France,fr,48.5787771,7.7359545,,,,osm:museum,,2017-06-06T18:15:38Z,
484785800,,,,,,,,67003,Strasbourg,France,fr,48.5787571,7.7361665,,,,osm:museum,,2011-07-25T13:06:20Z,
484785802,,,,,,,,67003,Strasbourg,France,fr,48.5788165,7.7361783,,,,osm:museum,,2011-07-25T13:06:20Z,
485359760,,,,,,,,30900,Nîmes,France,fr,43.8341194,4.359315,,,,,,2019-04-14T13:56:43Z,
,,,,,,,,,,,,,,,,,osm:museum,,,
485359761,,,,,,,,30033,Nîmes,France,fr,43.8337861,4.3589178,,,,osm:museum,,2019-04-14T13:56:44Z,
485359762,,,,,,,,30900,Nîmes,France,fr,43.8335938,4.3592273,,,,osm:museum,,2019-04-14T13:56:44Z,
485359767,,,,,,,,30900,Nîmes,France,fr,43.8338129,4.3598129,,,,,,2019-04-14T13:56:44Z,
,,,,,,,,,,,,,,,,,osm:museum,,,
486032307,Musée de la Lunette,,,,,,,39400,Morez,France,fr,46.5205705,6.0226517,,,,,,2020-05-12T19:45:45Z,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,+33 3 84 33 39 30,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,http://www.musee-lunette.fr/fr,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Q15651003
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,osm:museum,,,
486131213,,,,,,,,64260,Arudy,France,fr,43.1057705,-0.4274736,,,,osm:museum,,2016-08-02T15:10:22Z,
486131221,,,,,,,,64260,Arudy,France,fr,43.1056615,-0.4274314,,,,osm:museum,,2012-10-26T22:31:06Z,
486131223,,,,,,,,64260,Arudy,France,fr,43.1056495,-0.4274521,,,,osm:museum,,2012-10-26T22:31:06Z,
486131226,,,,,,,,64260,Arudy,France,fr,43.1056186,-0.4274394,,,,osm:museum,,2012-10-26T22:31:06Z,
486131310,,,,,,,,64260,Arudy,France,fr,43.1058258,-0.4272543,,,,,,2016-08-02T15:10:22Z,
,,,,,,,,,,,,,,,,,osm:museum,,,
486817582,,,,,,,,06250,Mougins,France,fr,43.6005131,6.9955039,,,,osm:museum,,2014-01-13T17:16:43Z,
487625403,Musée de la Mine de Cap Garonne,,,,,,,83220,Le Pradet,France,fr,43.0815767,6.0324224,,,,,,2018-09-09T20:58:40Z,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,osm:museum,,,
490004617,,,,,,,,64260,Arudy,France,fr,43.1055928,-0.427419,,,,osm:museum,,2009-09-08T19:54:54Z,
490004625,,,,,,,,64260,Arudy,France,fr,43.1055847,-0.4274035,,,,osm:museum,,2009-09-08T19:54:54Z,
490004629,,,,,,,,64260,Arudy,France,fr,43.1055689,-0.4273207,,,,osm:museum,,2016-08-02T15:10:22Z,
490004635,,,,,,,,64260,Arudy,France,fr,43.1055745,-0.4272604,,,,osm:museum,,2009-09-08T19:54:54Z,
490004637,,,,,,,,64260,Arudy,France,fr,43.1056212,-0.4271214,,,,osm:museum,,2016-08-02T15:10:23Z,
490268746,,,,,,,,60200,Compiègne,France,fr,49.4264498,2.9054138,,,,,,2017-12-07T12:29:52Z,
,,,,,,,,,,,,,,,,,osm:museum,,,
490777099,,,,,,,,57045,Metz,France,fr,49.1206638,6.1792215,,,,osm:museum,,2010-06-21T21:00:39Z,
490777121,,,,,,,,57045,Metz,France,fr,49.1205616,6.1797283,,,,osm:museum,,2010-06-21T21:00:41Z,
490777122,,,,,,,,57045,Metz,France,fr,49.1205352,6.1796861,,,,osm:museum,,2010-06-21T21:00:38Z,
490777123,,,,,,,,57045,Metz,France,fr,49.1206232,6.1795401,,,,osm:museum,,2010-06-21T21:00:39Z,
490777126,,,,,,,,57045,Metz,France,fr,49.1205712,6.1794603,,,,osm:museum,,2010-06-21T21:00:39Z,
490777127,,,,,,,,57045,Metz,France,fr,49.1205581,6.1794839,,,,osm:museum,,2010-06-21T21:00:40Z,
490777130,,,,,,,,57045,Metz,France,fr,49.1205182,6.1794347,,,,osm:museum,,2010-06-21T21:00:38Z,
490777131,,,,,,,,57045,Metz,France,fr,49.1206003,6.179298,,,,osm:museum,,2010-06-21T21:00:39Z,
490777133,,,,,,,,57045,Metz,France,fr,49.1206136,6.1793066,,,,osm:museum,,2010-06-21T21:00:40Z,
491419122,,,,,,,,37000,Tours,France,fr,47.3963244,0.6869185,,,,osm:museum,,2011-10-15T09:13:31Z,
491419125,,,,,,,,37000,Tours,France,fr,47.3963638,0.687125,,,,osm:museum,,2011-10-15T09:13:31Z,
491419147,,,,,,,,37000,Tours,France,fr,47.3963766,0.68712,,,,osm:museum,,2011-10-15T09:13:32Z,
493508655,Maisons troglodytiques,,,,,,,67320,Eschbourg,France,fr,48.8199658,7.2799073,,,,,,2017-09-25T00:33:54Z,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Q3279886
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,osm:museum,,,
493870538,,,,,,,,75014,Paris,France,fr,48.8337437,2.3322959,,,,,,2020-10-17T10:32:28Z,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Catacombes de Paris,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,Catacombs of Paris,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,+33 1 43224763,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,http://www.catacombes.paris.fr/,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Q28924
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,osm:museum,,,
494008268,Musée découverte du Chocolat,,,,,,,76400,Fécamp,France,fr,49.7506507,0.416871,,,,,,2017-11-26T10:45:39Z,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,osm:museum,,,
494173331,,,,,,,,29100,Ploaré,France,fr,48.0926614,-4.3324382,,,,osm:museum,,2009-09-12T14:29:09Z,
494173337,,,,,,,,29100,Ploaré,France,fr,48.092186,-4.3327291,,,,osm:museum,,2010-07-25T09:21:29Z,
494173339,,,,,,,,29100,Ploaré,France,fr,48.092436,-4.332947,,,,osm:museum,,2018-08-21T16:33:00Z,
494253854,Ecomusée de la Pomme et du Cidre,,,,,,,76110,Bretteville-du-Grand-Caux,France,fr,49.6561385,0.3785581,,,,,,2009-09-12T16:50:29Z,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,osm:museum,,,
496224936,,,,,,,,06100,Nice,France,fr,43.7218118,7.2532556,,,,osm:museum,,2017-03-20T13:37:34Z,
496224937,,,,,,,,06100,Nice,France,fr,43.721934,7.25268,,,,osm:museum,,2017-03-20T13:37:34Z,
496224940,,,,,,,,06100,Nice,France,fr,43.7220442,7.2520219,,,,osm:museum,,2017-03-20T13:37:34Z,
496224941,,,,,,,,06100,Nice,France,fr,43.7220368,7.2519755,,,,osm:museum,,2017-03-20T13:37:34Z,
496224942,,,,,,,,06100,Nice,France,fr,43.7219072,7.2519747,,,,osm:museum,,2017-03-20T13:37:34Z,
496224946,,,,,,,,06100,Nice,France,fr,43.721373,7.2521144,,,,osm:museum,,2017-03-20T13:37:34Z,
496224947,,,,,,,,06100,Nice,France,fr,43.7212956,7.2521515,,,,osm:museum,,2017-03-20T13:37:34Z,
496224949,,,,,,,,06100,Nice,France,fr,43.7208255,7.2526311,,,,osm:museum,,2017-03-20T13:37:34Z,
496224951,,,,,,,,06100,Nice,France,fr,43.7204325,7.2528971,,,,osm:museum,,2017-03-20T13:37:34Z,
496224953,,,,,,,,06100,Nice,France,fr,43.7195472,7.2535228,,,,osm:museum,,2017-03-20T13:37:34Z,
496224954,,,,,,,,06100,Nice,France,fr,43.7195239,7.2536011,,,,osm:museum,,2017-03-20T13:37:34Z,
496224955,,,,,,,,06100,Nice,France,fr,43.719551,7.2538277,,,,osm:museum,,2016-03-19T21:01:00Z,
496224956,,,,,,,,06100,Nice,France,fr,43.7196248,7.2539926,,,,osm:museum,,2017-03-20T13:37:34Z,
496224957,,,,,,,,06100,Nice,France,fr,43.720024,7.2537562,,,,osm:museum,,2017-03-20T13:37:34Z,
496224958,,,,,,,,06100,Nice,France,fr,43.720217,7.2539026,,,,osm:museum,,2017-03-20T13:37:34Z,
496224959,,,,,,,,06100,Nice,France,fr,43.7206277,7.2537821,,,,osm:museum,,2017-03-20T13:37:34Z,
496224961,,,,,,,,06100,Nice,France,fr,43.7209715,7.2536549,,,,osm:museum,,2017-03-20T13:37:34Z,
496224962,,,,,,,,06100,Nice,France,fr,43.7214882,7.2533508,,,,osm:museum,,2017-03-20T13:37:34Z,
496245013,,,,,,,,67085,Strasbourg,France,fr,48.5838405,7.765662,,,,osm:museum,,2011-07-27T06:30:40Z,
496245014,,,,,,,,67085,Strasbourg,France,fr,48.583844,7.7656653,,,,osm:museum,,2011-07-27T06:30:40Z,
496245015,,,,,,,,67085,Strasbourg,France,fr,48.5839656,7.7657387,,,,osm:museum,,2011-07-27T06:30:41Z,
496245016,,,,,,,,67085,Strasbourg,France,fr,48.5839608,7.7657362,,,,osm:museum,,2011-07-27T06:30:41Z,
500611059,,,,,,,,59000,Lille,France,fr,50.6269752,3.067259,,,,osm:museum,,2014-01-21T16:18:39Z,
500611061,,,,,,,,59000,Lille,France,fr,50.6269728,3.0666984,,,,osm:museum,,2014-01-21T16:18:39Z,
500611062,,,,,,,,59000,Lille,France,fr,50.6269771,3.0666987,,,,osm:museum,,2014-01-21T16:18:39Z,
500611064,,,,,,,,59000,Lille,France,fr,50.6269756,3.0665561,,,,osm:museum,,2014-01-21T16:18:39Z,
500611066,,,,,,,,59000,Lille,France,fr,50.6269641,3.0665561,,,,osm:museum,,2014-01-21T16:18:39Z,
500611067,,,,,,,,59000,Lille,France,fr,50.6269476,3.0665305,,,,osm:museum,,2014-01-21T16:18:39Z,
500611069,,,,,,,,59000,Lille,France,fr,50.6269471,3.0665086,,,,osm:museum,,2014-01-21T16:18:39Z,
500611071,,,,,,,,59000,Lille,France,fr,50.6268677,3.0665144,,,,osm:museum,,2014-01-21T16:18:39Z,
500611073,,,,,,,,59000,Lille,France,fr,50.626867,3.0665268,,,,osm:museum,,2014-01-21T16:18:39Z,
500611074,,,,,,,,59000,Lille,France,fr,50.6263491,3.0665431,,,,osm:museum,,2019-07-10T13:21:02Z,
500611099,,,,,,,,59000,Lille,France,fr,50.6263536,3.0667293,,,,osm:museum,,2014-01-21T16:18:39Z,
500611101,,,,,,,,59000,Lille,France,fr,50.626578,3.0667202,,,,osm:museum,,2014-01-21T16:18:39Z,
500611103,,,,,,,,59000,Lille,France,fr,50.6265787,3.066772,,,,osm:museum,,2014-01-21T16:18:39Z,
500611104,,,,,,,,59000,Lille,France,fr,50.6264657,3.0667754,,,,osm:museum,,2014-01-21T16:18:39Z,
500611106,,,,,,,,59000,Lille,France,fr,50.626469,3.0669464,,,,osm:museum,,2014-01-21T16:18:39Z,
500611108,,,,,,,,59000,Lille,France,fr,50.6265669,3.0669428,,,,osm:museum,,2014-01-21T16:18:39Z,
500611109,,,,,,,,59000,Lille,France,fr,50.6265736,3.0672685,,,,osm:museum,,2014-01-21T16:18:39Z,
500611111,,,,,,,,59000,Lille,France,fr,50.6265753,3.0672682,,,,osm:museum,,2014-01-21T16:18:39Z,
500611113,,,,,,,,59000,Lille,France,fr,50.6265753,3.0672734,,,,osm:museum,,2014-01-21T16:18:39Z,
500611114,,,,,,,,59000,Lille,France,fr,50.6266769,3.0672686,,,,osm:museum,,2014-01-21T16:18:39Z,
500611116,,,,,,,,59000,Lille,France,fr,50.6266769,3.0672657,,,,osm:museum,,2014-01-21T16:18:40Z,
500611118,,,,,,,,59000,Lille,France,fr,50.6268407,3.0672617,,,,osm:museum,,2014-01-21T16:18:40Z,
500611120,,,,,,,,59000,Lille,France,fr,50.6268403,3.0671712,,,,osm:museum,,2014-01-21T16:18:40Z,
500611121,,,,,,,,59000,Lille,France,fr,50.6268213,3.0671709,,,,osm:museum,,2014-01-21T16:18:40Z,
500611123,,,,,,,,59000,Lille,France,fr,50.6268209,3.0671147,,,,osm:museum,,2014-01-21T16:18:40Z,
500611125,,,,,,,,59000,Lille,France,fr,50.6267523,3.0671154,,,,osm:museum,,2014-01-21T16:18:40Z,
500611126,,,,,,,,59000,Lille,France,fr,50.6267524,3.0671653,,,,osm:museum,,2014-01-21T16:18:40Z,
500611131,,,,,,,,59000,Lille,France,fr,50.6267288,3.0671656,,,,osm:museum,,2014-01-21T16:18:40Z,
500611132,,,,,,,,59000,Lille,France,fr,50.6267261,3.0669396,,,,osm:museum,,2014-01-21T16:18:40Z,
500611134,,,,,,,,59000,Lille,France,fr,50.6266704,3.0669402,,,,osm:museum,,2014-01-21T16:18:40Z,
500611135,,,,,,,,59000,Lille,France,fr,50.6266672,3.0667696,,,,osm:museum,,2014-01-21T16:18:40Z,
500611137,,,,,,,,59000,Lille,France,fr,50.6266502,3.0667696,,,,osm:museum,,2014-01-21T16:18:40Z,
500611139,,,,,,,,59000,Lille,France,fr,50.6266501,3.0667186,,,,osm:museum,,2014-01-21T16:18:40Z,
500611140,,,,,,,,59000,Lille,France,fr,50.626689,3.0667169,,,,osm:museum,,2014-01-21T16:18:40Z,
500611142,,,,,,,,59000,Lille,France,fr,50.6266906,3.0668947,,,,osm:museum,,2014-01-21T16:18:40Z,
500611143,,,,,,,,59000,Lille,France,fr,50.6267447,3.0668937,,,,osm:museum,,2014-01-21T16:18:40Z,
500611145,,,,,,,,59000,Lille,France,fr,50.6267453,3.0669509,,,,osm:museum,,2014-01-21T16:18:40Z,
500611146,,,,,,,,59000,Lille,France,fr,50.6268524,3.0669492,,,,osm:museum,,2014-01-21T16:18:40Z,
500611148,,,,,,,,59000,Lille,France,fr,50.6268521,3.0668956,,,,osm:museum,,2014-01-21T16:18:40Z,
500611150,,,,,,,,59000,Lille,France,fr,50.626869,3.0668955,,,,osm:museum,,2014-01-21T16:18:40Z,
500611152,,,,,,,,59000,Lille,France,fr,50.6268695,3.0672613,,,,osm:museum,,2014-01-21T16:18:40Z,
500878537,,,,,,,,94350,Villiers-sur-Marne,France,fr,48.8266003,2.5426572,,,,osm:museum,,2020-01-31T21:54:45Z,
500904188,,,,,,,,87000,Limoges,France,fr,45.8327257,1.2519335,,,,,,2015-07-13T16:26:19Z,
,,,,,,,,,,,,,,,,,osm:museum,,,
500904196,,,,,,,,87000,Limoges,France,fr,45.8321595,1.2527971,,,,,,2015-07-13T16:26:19Z,
,,,,,,,,,,,,,,,,,osm:museum,,,
500904199,,,,,,,,87000,Limoges,France,fr,45.8326531,1.2519759,,,,,,2015-07-13T16:26:19Z,
,,,,,,,,,,,,,,,,,osm:museum,,,
500904229,,,,,,,,87000,Limoges,France,fr,45.8324811,1.253572,,,,,,2015-07-13T16:26:19Z,
,,,,,,,,,,,,,,,,,osm:museum,,,
500906779,,,,,,,,87000,Limoges,France,fr,45.8327899,1.2519349,,,,,,2015-07-13T16:32:43Z,
,,,,,,,,,,,,,,,,,osm:museum,,,
500906818,,,,,,,,87000,Limoges,France,fr,45.832841,1.252056,,,,,,2015-07-13T16:32:43Z,
,,,,,,,,,,,,,,,,,osm:museum,,,
500906825,,,,,,,,87000,Limoges,France,fr,45.8332019,1.2529053,,,,,,2015-07-13T16:26:19Z,
,,,,,,,,,,,,,,,,,osm:museum,,,
501747651,,,,,,,,20221,Cervione,France,fr,42.3313658,9.4911211,,,,,,2009-09-19T11:32:00Z,
,,,,,,,,,,,,,,,,,osm:museum,,,
502595532,,,,,,,,67083,Strasbourg,France,fr,48.5803253,7.7286781,,,,osm:museum,,2011-07-27T11:58:04Z,
502595534,,,,,,,,67083,Strasbourg,France,fr,48.5803772,7.7285633,,,,osm:museum,,2011-07-27T11:58:04Z,
502595537,,,,,,,,67083,Strasbourg,France,fr,48.5804163,7.7285535,,,,osm:museum,,2011-07-27T11:58:04Z,
502595538,,,,,,,,67083,Strasbourg,France,fr,48.5804954,7.7286367,,,,osm:museum,,2011-07-27T11:58:04Z,
502595539,,,,,,,,67083,Strasbourg,France,fr,48.5804971,7.7286874,,,,osm:museum,,2011-07-27T11:58:04Z,
502595542,,,,,,,,67083,Strasbourg,France,fr,48.580443,7.7288051,,,,osm:museum,,2011-07-27T11:58:05Z,
502595544,,,,,,,,67083,Strasbourg,France,fr,48.5804071,7.7288129,,,,osm:museum,,2011-07-27T11:58:05Z,
502595545,,,,,,,,67083,Strasbourg,France,fr,48.5803294,7.728733,,,,osm:museum,,2011-07-27T11:58:05Z,
502637073,,,,,,,,59033,Lille,France,fr,50.6297683,3.0726646,,,,osm:museum,,2012-08-19T18:31:04Z,
502637075,,,,,,,,59033,Lille,France,fr,50.6293539,3.0729895,,,,osm:museum,,2019-07-03T13:18:44Z,
502637077,,,,,,,,59000,Lille,France,fr,50.6293892,3.0730952,,,,osm:museum,,2019-07-03T13:18:44Z,
504647898,,,,,,,,66330,Cabestany,France,fr,42.6795266,2.9371945,,,,osm:museum,,2009-09-21T20:26:51Z,
504647899,,,,,,,,66330,Cabestany,France,fr,42.6795837,2.9372029,,,,osm:museum,,2009-09-21T20:26:51Z,
504647900,,,,,,,,66330,Cabestany,France,fr,42.6798178,2.9372903,,,,osm:museum,,2009-09-21T20:26:51Z,
504647901,,,,,,,,66330,Cabestany,France,fr,42.6797267,2.937252,,,,osm:museum,,2020-09-28T12:56:43Z,
504647903,,,,,,,,66330,Cabestany,France,fr,42.6797315,2.9372236,,,,osm:museum,,2020-09-28T12:56:43Z,
504647904,,,,,,,,66330,Cabestany,France,fr,42.679705,2.9372148,,,,osm:museum,,2020-09-28T12:56:43Z,
504647905,,,,,,,,66330,Cabestany,France,fr,42.6797001,2.9372404,,,,osm:museum,,2020-09-28T12:56:43Z,
504647906,,,,,,,,66330,Cabestany,France,fr,42.6795841,2.9371964,,,,osm:museum,,2009-09-21T20:26:51Z,
504647907,,,,,,,,66330,Cabestany,France,fr,42.6795098,2.9372943,,,,osm:museum,,2009-09-21T20:26:52Z,
504647909,,,,,,,,66330,Cabestany,France,fr,42.6795974,2.937327,,,,osm:museum,,2009-09-21T20:26:52Z,
504647910,,,,,,,,66330,Cabestany,France,fr,42.6796031,2.9373048,,,,osm:museum,,2009-09-21T20:26:52Z,
504647911,,,,,,,,66330,Cabestany,France,fr,42.6797055,2.937355,,,,osm:museum,,2009-09-21T20:26:52Z,
504647912,,,,,,,,66330,Cabestany,France,fr,42.6796914,2.937409,,,,osm:museum,,2009-09-21T20:26:52Z,
504647913,,,,,,,,66330,Cabestany,France,fr,42.6797452,2.9374512,,,,osm:museum,,2009-09-21T20:26:52Z,
504647914,,,,,,,,66330,Cabestany,France,fr,42.6797623,2.9374194,,,,osm:museum,,2009-09-21T20:26:52Z,
504647915,,,,,,,,66330,Cabestany,France,fr,42.679784,2.9374418,,,,osm:museum,,2009-09-21T20:26:52Z,
504922985,Musée Loukine,,,,,,,10200,Arsonval,France,fr,48.268373,4.6485305,,,,,,2015-09-06T12:03:55Z,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,osm:museum,,,
505375985,,,,,,,,95310,Saint-Ouen-l'Aumône,France,fr,49.0463268,2.1173503,,,,osm:museum,,2010-02-13T15:18:54Z,
507278057,,,,,,,,95300,Pontoise,France,fr,49.0483095,2.0999469,,,,osm:museum,,2009-11-08T16:54:49Z,
507278075,,,,,,,,95300,Pontoise,France,fr,49.0482657,2.1000721,,,,osm:museum,,2009-11-08T16:54:50Z,
507278089,,,,,,,,95300,Pontoise,France,fr,49.0481574,2.0999942,,,,osm:museum,,2009-11-08T16:54:49Z,
507278103,,,,,,,,95300,Pontoise,France,fr,49.048214,2.0998375,,,,osm:museum,,2009-11-08T16:54:49Z,
508050664,,,,,,,,21000,Dijon,France,fr,47.3173797,5.037103,,,,osm:museum,,2009-12-29T01:42:26Z,
508050665,,,,,,,,21000,Dijon,France,fr,47.317319,5.0371869,,,,osm:museum,,2009-12-29T01:42:26Z,
508050670,,,,,,,,21000,Dijon,France,fr,47.3170937,5.0374561,,,,osm:museum,,2009-12-29T01:42:26Z,
508050680,,,,,,,,21000,Dijon,France,fr,47.3172516,5.037269,,,,osm:museum,,2009-12-29T01:42:27Z,
508050682,,,,,,,,21000,Dijon,France,fr,47.3168638,5.0379709,,,,osm:museum,,2009-12-29T01:42:27Z,
508050687,,,,,,,,21000,Dijon,France,fr,47.3176051,5.0373204,,,,osm:museum,,2009-12-29T01:42:30Z,
508050689,,,,,,,,21000,Dijon,France,fr,47.3176706,5.0373962,,,,osm:museum,,2009-12-29T01:42:30Z,
508050695,,,,,,,,21000,Dijon,France,fr,47.3176629,5.0377894,,,,osm:museum,,2009-12-29T01:42:31Z,
508050696,,,,,,,,21000,Dijon,France,fr,47.3176587,5.0378268,,,,osm:museum,,2009-12-29T01:42:31Z,
508050697,,,,,,,,21000,Dijon,France,fr,47.3176619,5.0378202,,,,osm:museum,,2009-12-29T01:42:31Z,
508050698,,,,,,,,21000,Dijon,France,fr,47.3176538,5.0378092,,,,osm:museum,,2009-12-29T01:42:31Z,
508050699,,,,,,,,21000,Dijon,France,fr,47.3176498,5.0378151,,,,osm:museum,,2009-12-29T01:42:31Z,
508050700,,,,,,,,21000,Dijon,France,fr,47.3176309,5.0377929,,,,osm:museum,,2009-12-29T01:42:31Z,
508050701,,,,,,,,21000,Dijon,France,fr,47.3176337,5.0377863,,,,osm:museum,,2009-12-29T01:42:31Z,
508050702,,,,,,,,21000,Dijon,France,fr,47.3176266,5.037778,,,,osm:museum,,2009-12-29T01:42:31Z,
508050704,,,,,,,,21000,Dijon,France,fr,47.317748,5.0378903,,,,osm:museum,,2009-12-29T01:42:31Z,
508050705,,,,,,,,21000,Dijon,France,fr,47.3177254,5.0378964,,,,osm:museum,,2009-12-29T01:42:31Z,
508050706,,,,,,,,21000,Dijon,France,fr,47.317709,5.0378771,,,,osm:museum,,2009-12-29T01:42:31Z,
508050707,,,,,,,,21000,Dijon,France,fr,47.3177066,5.0378826,,,,osm:museum,,2009-12-29T01:42:31Z,
508050708,,,,,,,,21000,Dijon,France,fr,47.3176862,5.0378585,,,,osm:museum,,2009-12-29T01:42:31Z,
508050709,,,,,,,,21000,Dijon,France,fr,47.3176905,5.037852,,,,osm:museum,,2009-12-29T01:42:31Z,
508050710,,,,,,,,21000,Dijon,France,fr,47.3176831,5.0378438,,,,osm:museum,,2009-12-29T01:42:30Z,
508050711,,,,,,,,21000,Dijon,France,fr,47.3176795,5.0378503,,,,osm:museum,,2009-12-29T01:42:30Z,
508050712,,,,,,,,21000,Dijon,France,fr,47.317836,5.0378672,,,,osm:museum,,2009-12-29T01:42:32Z,
508050713,,,,,,,,21000,Dijon,France,fr,47.317826,5.0378706,,,,osm:museum,,2009-12-29T01:42:32Z,
508050714,,,,,,,,21000,Dijon,France,fr,47.3178237,5.0378391,,,,osm:museum,,2009-12-29T01:42:32Z,
508050715,,,,,,,,21000,Dijon,France,fr,47.3177931,5.0378409,,,,osm:museum,,2009-12-29T01:42:32Z,
508050716,,,,,,,,21000,Dijon,France,fr,47.3177943,5.037869,,,,osm:museum,,2009-12-29T01:42:32Z,
508050717,,,,,,,,21000,Dijon,France,fr,47.3177852,5.0378837,,,,osm:museum,,2009-12-29T01:42:32Z,
508050718,,,,,,,,21000,Dijon,France,fr,47.3177648,5.0378608,,,,osm:museum,,2009-12-29T01:42:32Z,
508050719,,,,,,,,21000,Dijon,France,fr,47.3178837,5.037644,,,,osm:museum,,2009-12-29T01:42:32Z,
508050720,,,,,,,,21000,Dijon,France,fr,47.3177945,5.0375395,,,,osm:museum,,2009-12-29T01:42:32Z,
508050721,,,,,,,,21000,Dijon,France,fr,47.3175367,5.0379469,,,,osm:museum,,2009-12-29T01:42:33Z,
508050722,,,,,,,,21000,Dijon,France,fr,47.3175412,5.0379534,,,,osm:museum,,2009-12-29T01:42:33Z,
508050723,,,,,,,,21000,Dijon,France,fr,47.3175443,5.0379482,,,,osm:museum,,2009-12-29T01:42:33Z,
508050724,,,,,,,,21000,Dijon,France,fr,47.3175657,5.0379731,,,,osm:museum,,2009-12-29T01:42:33Z,
508050725,,,,,,,,21000,Dijon,France,fr,47.3175622,5.0379787,,,,osm:museum,,2009-12-29T01:42:33Z,
508050726,,,,,,,,21000,Dijon,France,fr,47.3175718,5.0379896,,,,osm:museum,,2009-12-29T01:42:33Z,
508050727,,,,,,,,21000,Dijon,France,fr,47.3175753,5.0379834,,,,osm:museum,,2009-12-29T01:42:33Z,
508050728,,,,,,,,21000,Dijon,France,fr,47.3175931,5.0380041,,,,osm:museum,,2009-12-29T01:42:34Z,
508050729,,,,,,,,21000,Dijon,France,fr,47.3175902,5.0380093,,,,osm:museum,,2009-12-29T01:42:33Z,
508050730,,,,,,,,21000,Dijon,France,fr,47.3175995,5.0380197,,,,osm:museum,,2009-12-29T01:42:33Z,
508050731,,,,,,,,21000,Dijon,France,fr,47.3176026,5.0380149,,,,osm:museum,,2009-12-29T01:42:34Z,
508050732,,,,,,,,21000,Dijon,France,fr,47.317624,5.0380402,,,,osm:museum,,2009-12-29T01:42:34Z,
508050733,,,,,,,,21000,Dijon,France,fr,47.3176208,5.0380473,,,,osm:museum,,2009-12-29T01:42:34Z,
508050734,,,,,,,,21000,Dijon,France,fr,47.3176384,5.0380666,,,,osm:museum,,2009-12-29T01:42:34Z,
508050735,,,,,,,,21000,Dijon,France,fr,47.3176397,5.0381515,,,,osm:museum,,2009-12-29T01:42:34Z,
508050736,,,,,,,,21000,Dijon,France,fr,47.3176161,5.0381965,,,,osm:museum,,2009-12-29T01:42:34Z,
508050737,,,,,,,,21000,Dijon,France,fr,47.3176574,5.0382444,,,,osm:museum,,2009-12-29T01:42:34Z,
508050738,,,,,,,,21000,Dijon,France,fr,47.3177679,5.0383731,,,,osm:museum,,2009-12-29T01:42:34Z,
508050739,,,,,,,,21000,Dijon,France,fr,47.3176478,5.038265,,,,osm:museum,,2009-12-29T01:42:34Z,
508050740,,,,,,,,21000,Dijon,France,fr,47.3176726,5.0382991,,,,osm:museum,,2009-12-29T01:42:34Z,
508050741,,,,,,,,21000,Dijon,France,fr,47.3176857,5.0382759,,,,osm:museum,,2009-12-29T01:42:34Z,
