ref_musee;nom_du_musee;regions;ville;annee;departements;date_appellation;payant;gratuit;total;note;commentaire
4416801;Musées du Parc Naturel Régional de Brière;PAYS DE LA LOIRE;SAINT-JOACHIM;2010;LOIRE-ATLANTIQUE;01/02/2003;2019;250;2269;;"4416801 ; 4417501 ; 4417601"
4417601;Maison de l'Eclusier /Parc Naturel Régional de Brière;PAYS DE LA LOIRE;SAINT-MALO DE GUERSAC;2010;LOIRE-ATLANTIQUE;01/02/2003;2494;377;2871;;"4416801 ; 4417501 ; 4417601"
4900701;Musée des Beaux-Arts;PAYS DE LA LOIRE;ANGERS;2010;MAINE-ET-LOIRE;06/01/2002;25864;63034;88898;;
4901801;Musée d'Art et d'Histoire;PAYS DE LA LOIRE;BAUGE;2010;MAINE-ET-LOIRE;01/02/2003;779;107;886;;
4923401;Musée Jules-Desbois;PAYS DE LA LOIRE;PARCAY-LES-PINS;2010;MAINE-ET-LOIRE;23/10/2002;2734;3546;6280;;
4932802;Château-Musée;PAYS DE LA LOIRE;SAUMUR;2010;MAINE-ET-LOIRE;01/02/2003;55838;10880;66718;;
7207101;Musée Heurteloup-Chevalier;PAYS DE LA LOIRE;CHATEAU-DU-LOIR;2010;SARTHE;01/02/2003;;;;F;
7218199;Musée Vert Véron-de-Forbonnais;PAYS DE LA LOIRE;LE MANS;2010;SARTHE;01/02/2003;3996;12730;16726;;
7218102;Musée de la Reine Bérengère;PAYS DE LA LOIRE;LE MANS;2010;SARTHE;06/01/2002;2496;3730;6226;;
8510601;Musée des Traditions de l'Île;PAYS DE LA LOIRE;LA GUERINIERE;2010;VENDEE;01/02/2003;4803;636;5439;;
8519101;Musée Municipal;PAYS DE LA LOIRE;LA ROCHE-SUR-YON;2010;VENDEE;01/02/2003;0;7372;7372;;
8504601;Musée ornithologique Charles-Payraudeau;PAYS DE LA LOIRE;LA-CHAIZE-LE-VICOMTE;2010;VENDEE;01/02/2003;0;1088;1088;;
0230401;Musée Jeanne d'Aboville;PICARDIE;LA FERE;2010;AISNE;01/02/2003;;;;NC;
0268401;Musée de la Vie Rurale et Forestière;PICARDIE;SAINT-MICHEL-EN-THIERACHE;2010;AISNE;01/02/2003;;;;F;
8002101;Musée de Picardie;PICARDIE;AMIENS;2010;SOMME;06/01/2002;8620;31702;40322;;
1601501;Musée des Beaux-Arts;POITOU-CHARENTES;ANGOULEME;2010;CHARENTE;01/02/2003;7928;32711;40639;;
1601502;Atelier - Musée du Papier;POITOU-CHARENTES;ANGOULEME;2010;CHARENTE;01/02/2003;0;12073;12073;;
1730003;Musée des Beaux-Arts;POITOU-CHARENTES;LA ROCHELLE;2010;CHARENTE-MARITIME;26/05/2002;2025;7439;9464;;
1730005;Musée Protestant;POITOU-CHARENTES;LA ROCHELLE;2010;CHARENTE-MARITIME;01/02/2003;1049;905;1954;;
1729903;Hôtel Hèbre de Saint-Clément - Musée d'Art et d'Histoire;POITOU-CHARENTES;ROCHEFORT;2010;CHARENTE-MARITIME;28/03/2002;3352;18743;22095;;
1741503;Musée Archéologique;POITOU-CHARENTES;SAINTES;2010;CHARENTE-MARITIME;01/02/2003;1118;41690;42808;;
1738501;Musée de l'Ile d'Oléron;POITOU-CHARENTES;ST-PIERRE D'OLERON;2010;CHARENTE-MARITIME;01/02/2003;9533;2789;12322;;
7904201;Musée des Tumulus de Bougon;POITOU-CHARENTES;BOUGON;2010;DEUX-SEVRES;01/02/2003;15538;6022;21560;;
7919102;Musée d'Histoire Naturelle;POITOU-CHARENTES;NIORT;2010;DEUX-SEVRES;01/02/2003;;;;F;
0407001;Musée Gassendi;PROVENCE-ALPES-CÔTE D'AZUR;DIGNE-LES-BAINS;2010;ALPES DE HAUTE PROVENCE;01/02/2003;2249;5704;7953;;
0411101;Musée de Salagon;PROVENCE-ALPES-CÔTE D'AZUR;MANE;2010;ALPES DE HAUTE PROVENCE;01/02/2003;28287;8008;36295;;
0415801;Musée départemental de préhistoire;PROVENCE-ALPES-CÔTE D'AZUR;QUINSON;2010;ALPES DE HAUTE PROVENCE;01/02/2003;61484;14142;75626;;
0602701;Musée-Château de Cagnes;PROVENCE-ALPES-CÔTE D'AZUR;CAGNES-SUR-MER;2010;ALPES-MARITIMES;01/02/2003;18104;8379;26483;;
0608816;Musée Départemental des Arts Asiatiques;PROVENCE-ALPES-CÔTE D'AZUR;NICE;2010;ALPES-MARITIMES;01/02/2003;3695;70531;74226;;
0608805;Musée Archéologique - Site de  Cimiez;PROVENCE-ALPES-CÔTE D'AZUR;NICE;2010;ALPES-MARITIMES;01/02/2003;0;42452;42452;;
0608806;Muséum d'Histoire Naturelle;PROVENCE-ALPES-CÔTE D'AZUR;NICE;2010;ALPES-MARITIMES;01/02/2003;0;35966;35966;;
0608809;Musée du Vieux-Logis de Nice;PROVENCE-ALPES-CÔTE D'AZUR;NICE;2010;ALPES-MARITIMES;01/02/2003;0;265;265;;
0608803;Musée des Beaux-Arts Jules Chéret;PROVENCE-ALPES-CÔTE D'AZUR;NICE;2010;ALPES-MARITIMES;06/01/2002;0;49524;49524;;
0608812;Musée Matisse;PROVENCE-ALPES-CÔTE D'AZUR;NICE;2010;ALPES-MARITIMES;01/02/2003;0;135715;135715;;
0609801;Ecomusée du Pays de la Roudoule;PROVENCE-ALPES-CÔTE D'AZUR;PUGET-ROSTANG;2010;ALPES-MARITIMES;01/02/2003;768;0;768;;
1300106;Musée Paul Arbaud;PROVENCE-ALPES-CÔTE D'AZUR;AIX-EN-PROVENCE;2010;BOUCHES DU RHONE;01/02/2003;;;;F;
1302201;Musée Municipal Méditerranéen de Cassis A.T.P.;PROVENCE-ALPES-CÔTE D'AZUR;CASSIS;2010;BOUCHES DU RHONE;01/02/2003;64;4324;4388;;
1302801;Musée Ciotaden;PROVENCE-ALPES-CÔTE D'AZUR;LA CIOTAT;2010;BOUCHES DU RHONE;01/02/2003;2968;3148;6116;;
1320401;Musée des Beaux-Arts de Marseille;PROVENCE-ALPES-CÔTE D'AZUR;MARSEILLE;2010;BOUCHES DU RHONE;06/01/2002;3678;18304;21982;;
1305505;Musée d'Histoire de Marseille;PROVENCE-ALPES-CÔTE D'AZUR;MARSEILLE;2010;BOUCHES DU RHONE;01/02/2003;10325;29557;39882;;
1320801;Musée de la Faïence;PROVENCE-ALPES-CÔTE D'AZUR;MARSEILLE;2010;BOUCHES DU RHONE;01/02/2003;2186;6573;8759;;
1305507;Musée d'Archéologie Méditerranéenne;PROVENCE-ALPES-CÔTE D'AZUR;MARSEILLE;2010;BOUCHES DU RHONE;01/02/2003;5736;22957;28693;;
1320601;Musée Cantini;PROVENCE-ALPES-CÔTE D'AZUR;MARSEILLE;2010;BOUCHES DU RHONE;01/02/2003;7878;16475;24353;;
1320402;Muséum d'Histoire Naturelle;PROVENCE-ALPES-CÔTE D'AZUR;MARSEILLE;2010;BOUCHES DU RHONE;06/01/2002;13959;48934;62893;;
1309201;Musée Municipal Paul Lafran;PROVENCE-ALPES-CÔTE D'AZUR;SAINT-CHAMAS;2010;BOUCHES DU RHONE;01/02/2003;0;2687;2687;;
1309601;Musée Baroncelli;PROVENCE-ALPES-CÔTE D'AZUR;SAINTES-MARIES-DE-LA-MER;2010;BOUCHES DU RHONE;01/02/2003;673;0;673;;
0506101;Musée Départemental des Hautes-Alpes;PROVENCE-ALPES-CÔTE D'AZUR;GAP;2010;HAUTES-ALPES;01/02/2003;0;12958;12958;;
8306101;Musée Archéologique Gallo-Romaine du Var;PROVENCE-ALPES-CÔTE D'AZUR;FREJUS;2010;VAR;01/02/2003;4503;2083;6586;;
8306102;Musée des Troupes de Marine;PROVENCE-ALPES-CÔTE D'AZUR;FREJUS;2010;VAR;05/07/2006;0;16027;16027;;
8306201;Musée Jean Aicard;PROVENCE-ALPES-CÔTE D'AZUR;LE POUVEREL LA GARDE;2010;VAR;01/02/2003;0;1509;1509;;
8403105;Musée Sobirats;PROVENCE-ALPES-CÔTE D'AZUR;CARPENTRAS;2010;VAUCLUSE;01/02/2003;238;948;1186;;
8403502;Musée de l'Hôtel Dieu;PROVENCE-ALPES-CÔTE D'AZUR;CAVAILLON;2010;VAUCLUSE;01/02/2003;2273;0;2273;;
8413901;Musée-Bibliothèque François Pétrarque;PROVENCE-ALPES-CÔTE D'AZUR;FONTAINE-DE-VAUCLUSE;2010;VAUCLUSE;01/02/2003;2773;1757;4530;;
8412301;Musée Municipal;PROVENCE-ALPES-CÔTE D'AZUR;SAULT;2010;VAUCLUSE;01/02/2003;0;1678;1678;;
0129001;Musée du Vieux Pérouges;RHONE-ALPES;PEROUGES;2010;AIN;01/02/2003;12550;2100;14650;;
0130501;Musée Chintreuil;RHONE-ALPES;PONT-DE-VAUX;2010;AIN;01/02/2003;4745;1238;5983;;
0134301;Musée de la Bresse - Domaine des Planons;RHONE-ALPES;SAINT-CYR-SUR-MENTHON;2010;AIN;01/02/2003;13156;7963;21119;;
0113701;Musée Départemental du Revermont;RHONE-ALPES;VAL-REVERMONT;2010;AIN;01/02/2003;3792;6873;10665;;
0701001;Musée Vivarois César Filhol;RHONE-ALPES;ANNONAY;2010;ARDECHE;01/02/2003;546;2034;2580;;
0731601;Musée et Site Archéologiques;RHONE-ALPES;SOYONS;2010;ARDECHE;01/02/2003;11095;2190;13285;;
2621801;Musée d'Art Sacré;RHONE-ALPES;MOURS SAINT-EUSEBE;2010;DRÔME;01/02/2003;1262;0;1262;;
2628101;Musée International de la Chaussure;RHONE-ALPES;ROMANS;2010;DRÔME;01/02/2003;19094;16756;35850;;
7415201;Musée Léon Marès;RHONE-ALPES;LOVAGNY;2010;HAUTE-SAVOIE;01/02/2003;17540;2680;20220;;
3800601;Musée Jadis Allevard;RHONE-ALPES;ALLEVARD-LES-BAINS;2010;ISERE;20/12/2005;834;4492;5326;;
3815101;Musée Géo-Charles;RHONE-ALPES;ECHIROLLES;2010;ISERE;01/02/2003;0;6190;6190;;
3818502;Musée Dauphinois;RHONE-ALPES;GRENOBLE;2010;ISERE;01/02/2003;0;57205;57205;;
3851601;Musée Hébert;RHONE-ALPES;LA TRONCHE;2010;ISERE;01/02/2003;0;27852;27852;;
3813001;Musée Hector Berlioz;RHONE-ALPES;LA-COTE-SAINT-ANDRE;2010;ISERE;01/02/2003;0;12884;12884;;
3844203;Musée de la Grande Chartreuse;RHONE-ALPES;SAINT-PIERRE-DE-CHARTREUSE;2010;ISERE;01/02/2003;42506;3867;46373;;
3854403;Musée des Beaux-Arts et d'Archéologie;RHONE-ALPES;VIENNE;2010;ISERE;01/02/2003;1113;3212;4325;;
4200301;Musée Alice Taverne;RHONE-ALPES;AMBIERLE;2010;LOIRE;01/02/2003;4078;641;4719;;
4227901;Musée des Civilisations : Daniel Pouget;RHONE-ALPES;SAINT-JUST-SAINT-RAMBERT;2010;LOIRE;01/02/2003;3123;7751;10874;;
6900601;Musée Barthélemy-Thimonnier;RHONE-ALPES;AMPLEPUIS;2010;RHÔNE;10/05/2005;5410;0;5410;;
6901801;Musée Folklorique et Traditions Populaires Marius Audin;RHONE-ALPES;BEAUJEU;2010;RHÔNE;01/02/2003;1895;728;2623;;
6912302;Musée des Arts Décoratifs;RHONE-ALPES;LYON;2010;RHÔNE;2003-02-01 00:00:00;;;;;"6912301 ; 6912302"
6938201;Musée des Hospices Civils de Lyon;RHONE-ALPES;LYON;2010;RHÔNE;01/02/2003;4775;6254;11029;;
6938604;Musée Guimet;RHONE-ALPES;LYON;2010;RHÔNE;01/02/2003;;;;;"6938602 ; 6938604"
6923501;Musée Archéologique;RHONE-ALPES;SAINT-ROMAIN-EN-GAL;2010;RHÔNE;01/02/2003;21975;53737;75712;;
6926401;Musée Paul Dini;RHONE-ALPES;VILLEFRANCHE-SUR-SAONE;2010;RHÔNE;01/02/2003;7945;10977;18922;;
7300801;Musée du docteur Faure;RHONE-ALPES;AIX-LES-BAINS;2010;SAVOIE;01/02/2003;5931;5878;11809;;
7318101;Musée de l'Académie de La Val d'Isère;RHONE-ALPES;MOÛTIERS;2010;SAVOIE;01/02/2003;300;352;652;;
6748209;Musée d'Art Moderne et Contemporain de Strasbourg;ALSACE;STRASBOURG;2011;BAS-RHIN;01/02/2003;31746;94035;125781;;
6753801;Musée Lalique;ALSACE;WINGEN-SUR-MODER;2011;BAS-RHIN;15/03/2007;50749;14596;65345;;
6755001;Musée de la Bataille du 6 Août 1870;ALSACE;WOERTH;2011;BAS-RHIN;01/02/2003;2532;290;2822;;
6806602;Musée d'Histoire Naturelle et d'Ethnographie de Colmar;ALSACE;COLMAR;2011;HAUT-RHIN;01/02/2003;8184;4989;13173;;
6822401;Musée des Beaux-Arts;ALSACE;MULHOUSE;2011;HAUT-RHIN;01/02/2003;0;22457;22457;;
6822408;Musée Historique;ALSACE;MULHOUSE;2011;HAUT-RHIN;01/02/2003;0;33705;33705;;
6822402;Musée de l'Impression sur Etoffes;ALSACE;MULHOUSE;2011;HAUT-RHIN;01/02/2003;17800;12254;30054;;
6824801;Maison du Sundgau - Musée Paysan;ALSACE;OLTINGUE;2011;HAUT-RHIN;01/02/2003;1169;183;1352;;
2405501;Château de Bourdeilles;AQUITAINE;BOURDEILLES;2011;DORDOGNE;01/02/2003;24044;0;24044;;
2452001;Musée-Aquarium;AQUITAINE;CREYSSE;2011;DORDOGNE;01/02/2003;;;;F;
2432201;Musée d'Art et d'Archéologie du Périgord (MAAP);AQUITAINE;PERIGUEUX;2011;DORDOGNE;01/02/2003;8147;18678;26825;;
2437901;Musée du Site Médiéval;AQUITAINE;SAINT-AVIT-SENIEUR;2011;DORDOGNE;01/02/2003;;;;F;
3305701;Musée Municipal de Blasimon;AQUITAINE;BLASIMON;2011;GIRONDE;01/02/2003;;;;F;
3324301;Musée des Beaux-Arts et d'Archéologie;AQUITAINE;LIBOURNE;2011;GIRONDE;01/02/2003;0;7756;7756;;
6410203;Muséum d'Histoire Naturelle;AQUITAINE;BAYONNE;2011;PYRÉNÉES ATLANTIQUES;01/02/2003;0;23514;23514;;
6410202;Musée Bonnat-Helleu - Musée des Beaux-Arts de Bayonne;AQUITAINE;BAYONNE;2011;PYRÉNÉES ATLANTIQUES;01/02/2003;1766;2066;3832;;
6424901;Musée Municipal de Guéthary;AQUITAINE;GUETHARY;2011;PYRÉNÉES ATLANTIQUES;01/02/2003;836;1795;2631;;
0307401;Musée Rural de la Sologne Bourbonnaise;AUVERGNE;BEAULON;2011;ALLIER;01/02/2003;;;;F;
1501402;Musée d'Art et d'Archéologie;AUVERGNE;AURILLAC;2011;CANTAL;01/02/2003;1976;19625;21601;;
4315701;Musée Crozatier;AUVERGNE;LE PUY-EN-VELAY;2011;HAUTE-LOIRE;01/02/2003;256;320;576;;
6311305;Musée d'Art Roger-Quillot;AUVERGNE;CLERMONT-FERRAND;2011;PUY DE DÔME;01/02/2003;6227;23879;30106;;
6319501;Musée Départemental de la Céramique Gallo-Romaine;AUVERGNE;LEZOUX;2011;PUY DE DÔME;01/02/2003;11324;4280;15604;;
6322301;Musée Paléontologique;AUVERGNE;MENAT;2011;PUY DE DÔME;01/02/2003;503;60;563;;
6330003;Musée Régional d'Auvergne;AUVERGNE;RIOM;2011;PUY DE DÔME;01/02/2003;837;3429;4266;;
2105402;Musée des Beaux-Arts;BOURGOGNE;BEAUNE;2011;CÔTE D’OR;01/02/2003;3097;2047;5144;;
2111401;Musée de la Sidérurgie Grande Forge;BOURGOGNE;BUFFON;2011;CÔTE D’OR;01/02/2003;;;;F;
2123107;Musée d'Art Sacré;BOURGOGNE;DIJON;2011;CÔTE D’OR;01/02/2003;;;;F;
5806202;Musée du Costume;BOURGOGNE;CHATEAU-CHINON;2011;NIÈVRE;01/02/2003;5115;1823;6938;;
7101402;Musée Rolin;BOURGOGNE;AUTUN;2011;SAONE ET LOIRE;01/02/2003;13743;7867;21610;;
7104001;Musée de la Mine;BOURGOGNE;BLANZY;2011;SAONE ET LOIRE;01/02/2003;9876;1728;11604;;
7127201;Musée Départemental du Compagnonnage;BOURGOGNE;ROMANECHE-THORINS;2011;SAONE ET LOIRE;01/02/2003;2025;1519;3544;;
8902402;Musée d'Art et d'Histoire;BOURGOGNE;AUXERRE;2011;YONNE;01/02/2003;0;22802;22802;;
8902501;Musée de l'Avallonnais Jean Després;BOURGOGNE;AVALLON;2011;YONNE;01/02/2003;0;4439;4439;;
8938701;Musée Muncipal;BOURGOGNE;SENS;2011;YONNE;01/02/2003;4673;36248;40921;;
8947201;Musée d'Art et d'Histoire du Puisaye;BOURGOGNE;VILLIERS-SAINT-BENOIT;2011;YONNE;01/02/2003;279;1751;2030;;
2205001;Musée du Château de Dinan;BRETAGNE;DINAN;2011;COTES D'ARMOR;01/02/2003;16347;7793;24140;;
2209301;Musée Mathurin Meheut;BRETAGNE;LAMBALLE;2011;COTES D'ARMOR;02/05/2002;4845;1319;6164;;
2901902;Musée National de la Marine;BRETAGNE;BREST;2011;FINISTERE;06/01/2002;27924;32804;60728;;
2915101;Musée de Morlaix;BRETAGNE;MORLAIX;2011;FINISTERE;01/02/2003;9470;9271;18741;;
2915501;Ecomusée d'Ouessant - Vivre sur une Ile;BRETAGNE;OUESSANT;2011;FINISTERE;01/02/2003;6390;3833;10223;;
2921701;Musée de Pont-Aven;BRETAGNE;PONT-AVEN;2011;FINISTERE;01/02/2003;27305;12151;39456;;
2923202;Musée Départemental Breton;BRETAGNE;QUIMPER;2011;FINISTERE;01/02/2003;25230;11882;37112;;
3528802;Musée d'Histoire de la Ville de Saint-Malo;BRETAGNE;SAINT-MALO;2011;ILE ET VILAINE;01/02/2003;20170;7096;27266;;
3536003;Musée des Rochers-Sévigné;BRETAGNE;VITRE;2011;ILE ET VILAINE;01/02/2003;3524;4681;8205;;
3536001;Musée Saint-Nicolas;BRETAGNE;VITRE;2011;ILE ET VILAINE;01/02/2003;140;1423;1563;;
3536002;Musée du Château de Vitré;BRETAGNE;VITRE;2011;ILE ET VILAINE;01/02/2003;12766;5476;18242;;
2808504;Conservatoire du Machinisme et des Pratiques Agricoles;CENTRE;CHARTRES-MAINVILLIERS;2011;EURE ET LOIR;01/02/2003;5155;44118;49273;;
3604601;Musée George Sand et de la Vallée Noire;CENTRE;LA CHATRE;2011;INDRE;01/02/2003;3156;872;4028;;
3609201;Musée de Géologie Régionale;CENTRE;LANGE;2011;INDRE;01/02/2003;;;;F;
3707201;Musée du Vieux Chinon;CENTRE;CHINON;2011;INDRE ET LOIRE;01/02/2003;;;;F;
3724101;Musée du Savignéen;CENTRE;SAVIGNE-SUR-LATHAN;2011;INDRE ET LOIRE;01/02/2003;1458;196;1654;;
3724201;Ecomusée du Véron;CENTRE;SAVIGNY-EN-VERON;2011;INDRE ET LOIRE;18/07/2002;5764;2341;8105;;
3726101;Muséum d'Histoire Naturelle;CENTRE;TOURS;2011;INDRE ET LOIRE;01/02/2003;9331;20733;30064;;
4115801;Atelier Musée Louis Leygue;CENTRE;NAVEIL;2011;LOIR ET CHER;01/02/2003;0;51;51;;
4119401;Musée de Sologne;CENTRE;ROMORANTIN-LANTHENAY;2011;LOIR ET CHER;01/02/2003;6519;8867;15386;;
4508201;Musée de la Marine de Loire;CENTRE;CHATEAUNEUF-SUR-LOIRE;2011;LOIRET;01/02/2003;9495;4737;14232;;
0810503;Musée de l'Ardenne;CHAMPAGNE-ARDENNES;CHARLEVILLE-MEZIERES;2011;ARDENNES;01/02/2003;5370;45820;51190;;
1026801;Musée Paul Dubois-Alfred Boucher;CHAMPAGNE-ARDENNES;NOGENT-SUR-SEINE;2011;AUBE;01/02/2003;2131;2999;5130;;
1038705;Maison de l'Outil  et de la Pensée Ouvrière;CHAMPAGNE-ARDENNES;TROYES;2011;AUBE;01/02/2003;11651;2559;14210;;
5144501;Ecomusée de la Montagne de Reims;CHAMPAGNE-ARDENNES;POURCY;2011;MARNE;01/02/2003;;;;F;
5145404;Musée Saint-Rémi;CHAMPAGNE-ARDENNES;REIMS;2011;MARNE;01/02/2003;6003;29512;35515;;
5150702;Musée de l'Argonne Viard-Morel;CHAMPAGNE-ARDENNES;SAINTE-MENEHOULD;2011;MARNE;01/02/2003;;;;F;
2A14201;Musée de l'Alta Rocca;CORSE;LEVIE;2011;CORSE DU SUD;01/02/2003;6584;8669;15253;;
2B03301;Musée d'Histoire de Bastia;CORSE;BASTIA;2011;HAUTE-CORSE;01/02/2003;9232;10687;19919;;
2505607;Muséum de Besançon;FRANCHE-COMTE;BESANCON;2011;DOUBS;01/02/2003;193112;59025;252137;;"2505607 ; 2505604"
2541801;Musée de Plein Air des Maisons Comtoises;FRANCHE-COMTE;NANCRAY;2011;DOUBS;01/02/2003;31472;11647;43119;;
2546201;Musée de Pontarlier;FRANCHE-COMTE;PONTARLIER;2011;DOUBS;01/02/2003;1210;7791;9001;;
7024501;Ecomusée du Pays de la Cerise;FRANCHE-COMTE;FOUGEROLLES;2011;HAUTE-SAONE;01/02/2003;6530;1257;7787;;
7055001;Musée Georges Garret;FRANCHE-COMTE;VESOUL;2011;HAUTE-SAONE;01/02/2003;0;4269;4269;;
3936801;Viséum-Musée de la Lunette;FRANCHE-COMTE;MOREZ HAUTS DE BIENNE;2011;JURA;26/05/2002;10619;4558;15177;;
9712001;Musée Municipal Saint-John Perse;GUADELOUPE;POINTE-A-PITRE;2011;GUADELOUPE;12/12/2002;2270;349;2619;;
9111401;Musée Municipal Robert Dubois-Corneau;ILE-DE-FRANCE;BRUNOY;2011;ESSONNE;01/02/2003;43;3204;3247;;
9202501;Musée Municipal d'Art et d'Histoire;ILE-DE-FRANCE;COLOMBES;2011;HAUTS DE SEINE;01/02/2003;0;6635;6635;;
9204001;Musée Français de la Carte à Jouer;ILE-DE-FRANCE;ISSY-LES-MOULINEAUX;2011;HAUTS DE SEINE;01/02/2003;7310;15524;22834;;
9204801;Musée d'Art et d'Histoire;ILE-DE-FRANCE;MEUDON;2011;HAUTS DE SEINE;01/02/2003;;;;F;
9204802;Musée - Atelier Rodin (Annexe du musée de Paris);ILE-DE-FRANCE;MEUDON;2011;HAUTS DE SEINE;06/01/2002;3758;4795;8553;;
9207201;Etablissement public Sèvres - Cité de la céramique;ILE-DE-FRANCE;SEVRES;2011;HAUTS DE SEINE;06/01/2002;20476;18804;39280;;
7511402;Les Catacombes;ILE-DE-FRANCE;PARIS;2011;PARIS;;285264;32860;318124;;"7510307 ; 7510403 ; 7511402"
7510501;Musée du Moyen Age-Thermes et Hôtel de Cluny;ILE-DE-FRANCE;PARIS;2011;PARIS;06/01/2002;154334;163734;318068;;
7510517;Musée de l'Assistance Publique - Hôpitaux de Paris;ILE-DE-FRANCE;PARIS;2011;PARIS;02/10/2002;11904;1112;13016;;
7510706;Musée National de la Légion d'Honneur et des Ordres de Chevalerie;ILE-DE-FRANCE;PARIS;2011;PARIS;06/01/2002;0;57856;57856;;
7510808;Petit Palais, Musée des Beaux-Arts de la ville de Paris;ILE-DE-FRANCE;PARIS;2011;PARIS;08/07/2004;116869;444484;561353;;
7511502;Musée Bourdelle;ILE-DE-FRANCE;PARIS;2011;PARIS;08/07/2004;81804;40720;122524;;
7511617;Musée Galliera - Musée de la Mode de la ville de Paris;ILE-DE-FRANCE;PARIS;2011;PARIS;08/07/2004;;;;F;
7510107;Musée de la Mode et du Textile (Union Centrale des Arts Décoratifs);ILE-DE-FRANCE;PARIS;2011;PARIS;06/01/2002;;;;;"7510102 ; 7510107 ; 7511001"
7511620;Musée National du Sport;ILE-DE-FRANCE;PARIS;2011;PARIS;16/12/2003;5328;5853;11181;;
7510709;Musée du Quai Branly - Jacques Chirac;ILE-DE-FRANCE;PARIS;2011;PARIS;09/12/2004;780886;676142;1457028;;
7714201;Musée Municipal;ILE-DE-FRANCE;CRECY-LA-CHAPELLE;2011;SEINE ET MARNE;01/02/2003;;;;F;
7718601;Musée du Château de Fontainebleau;ILE-DE-FRANCE;FONTAINEBLEAU;2011;SEINE ET MARNE;06/01/2002;242941;194541;437482;;
7728402;Musée de la Grande Guerre du Pays de Meaux;ILE-DE-FRANCE;MEAUX;2011;SEINE ET MARNE;15/03/2007;16691;11629;28320;;
7728803;Musée de la Gendarmerie Nationale;ILE-DE-FRANCE;MELUN;2011;SEINE ET MARNE;14/01/2011;;;;F;
9401501;Musée Adrien Mentienne;ILE-DE-FRANCE;BRY-SUR-MARNE;2011;VAL DE MARNE;01/02/2003;0;4230;4230;;
9406801;Musée de Saint-Maur - Villa Médicis;ILE-DE-FRANCE;LA VARENNE-SAINT-HILAIRE;2011;VAL DE MARNE;11/01/2003;102;10242;10344;;
9520501;Musée de la Renaissance - Château d'Ecouen;ILE-DE-FRANCE;ECOUEN;2011;VAL D'OISE;06/01/2002;15720;45180;60900;;
7838401;Musée Zola-Dreyfus;ILE-DE-FRANCE;MEDAN;2011;YVELINES;23/10/2009;6574;507;7081;;
7820801;Musée de la Ville;ILE-DE-FRANCE;MONTIGNY LE BRETONNEUX;2011;YVELINES;01/02/2003;3318;11424;14742;;
7864602;Etablissement Public du Musée et du Domaine National de Versailles;ILE-DE-FRANCE;VERSAILLES;2011;YVELINES;06/01/2002;4991002;1755196;6746198;;
9741301;Muséum Agricole et Industriel Stella Matutina;LA REUNION;PITON-SAINT-LEU;2011;REUNION;01/02/2003;5496;0;5496;;
1106901;Musée des Beaux-Arts;LANGUEDOC-ROUSSILLON;CARCASSONNE;2011;AUDE;01/02/2003;0;45739;45739;;
3035001;Musée Cévenol;LANGUEDOC-ROUSSILLON;LE VIGAN;2011;GARD;01/02/2003;2317;2043;4360;;
3020202;Musée Départemental d'Art Sacré du Gard;LANGUEDOC-ROUSSILLON;PONT-SAINT-ESPRIT;2011;GARD;01/02/2003;333;9098;9431;;
3033401;Musée Municipal Georges Borias;LANGUEDOC-ROUSSILLON;UZES;2011;GARD;01/02/2003;1285;905;2190;;
3430101;Musée Paul Valéry;LANGUEDOC-ROUSSILLON;SETE;2011;HERAULT;01/02/2003;45962;9563;55525;;
4811601;Ecomusée du Mont Lozère;LANGUEDOC-ROUSSILLON;LE PONT DE MONTVERT;2011;LOZERE;01/02/2003;2593;1971;4564;;
4809501;Musée Ignon Fabre;LANGUEDOC-ROUSSILLON;MENDE;2011;LOZERE;01/02/2003;;;;F;
5430001;Musée du Château de Montaigu;LORRAINE;LANEUVEVILLE-DEVANT-NANCY;2011;MEURTHE ET MOSELLE;01/02/2003;;;;;"5427401 ; 5430001"
5432901;Musée du Château de Lunéville;LORRAINE;LUNEVILLE;2011;MEURTHE ET MOSELLE;01/02/2003;0;148513;148513;;
5439506;Musée des Beaux-Arts de Nancy;LORRAINE;NANCY;2011;MEURTHE ET MOSELLE;06/01/2002;27364;47174;74538;;
5554501;Musée de la Princerie;LORRAINE;VERDUN;2011;MEUSE;01/02/2003;1885;2266;4151;;
5725601;Musée Départemental de la Guerre de 70;LORRAINE;GRAVELOTTE;2011;MOSELLE;01/02/2003;;;;F;
5744801;Musée Départemental du Sel;LORRAINE;MARSAL;2011;MOSELLE;01/02/2003;4582;5443;10025;;
5763001;Musée du Pays de Sarrebourg;LORRAINE;SARREBOURG;2011;MOSELLE;01/02/2003;10920;10862;21782;;
5763102;Moulin de la Blies - Musée des Techniques Faïencières;LORRAINE;SARREGUEMINES;2011;MOSELLE;01/02/2003;10850;15512;26362;;
8830401;Musée de la Lutherie et de l'Archèterie Française;LORRAINE;MIRECOURT;2011;VOSGES;26/05/2002;6179;3497;9676;;
8841301;Musée Pierre Noël - Musée de la Vie dans les Hautes-Vosges;LORRAINE;SAINT-DIE-DES-VOSGES;2011;VOSGES;01/02/2003;4214;10929;15143;;
0918101;Musée de la Préhistoire;MIDI-PYRENEES;LE MAS D'AZIL;2011;ARIEGE;01/02/2003;9711;342;10053;;
