id,osm_id,name,status,year,stats,tags
3724201,,Ecomusée du Véron,open,2008,payant:9210;gratuit:0;total:9210;mdf-date:18/07/2002,;label:musee de france
3726101,,Muséum d'Histoire Naturelle,open,2008,payant:9641;gratuit:14650;total:24291;mdf-date:01/02/2003,;label:musee de france
3726105,,Musée du Compagnonnage,open,2008,payant:34295;gratuit:13369;total:47664;mdf-date:01/02/2003,;label:musee de france
4508201,,Musée de la Marine de Loire,open,2008,payant:9600;gratuit:4057;total:13657;mdf-date:01/02/2003,;label:musee de france
4520802,,Musée Girodet,open,2008,payant:2109;gratuit:3811;total:5920;mdf-date:27/12/2002,;label:musee de france
0805301,,Musée de la Maison de la Dernière Cartouche,open,2008,payant:1504;gratuit:1388;total:2892;mdf-date:01/02/2003,;label:musee de france
0810501,,Musée Arthur Rimbaud,open,2008,payant:10022;gratuit:8557;total:18579;mdf-date:01/02/2003,;label:musee de france
0840901,,Musée du Château-Fort,open,2008,payant:60711;gratuit:0;total:60711;mdf-date:01/02/2003,;label:musee de france
1038702,,Musée Vauluisant - Musée Historique de Troyes et de la Champagne,open,2008,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
1038703,,Musée Vauluisant - Musée de la Bonneterie,open,2008,payant:3607;gratuit:6717;total:10324;mdf-date:01/02/2003,;label:musee de france
5206001,,Musée Municipal,open,2008,payant:0;gratuit:2409;total:2409;mdf-date:01/02/2003,;label:musee de france
5244801,,Musée Municipal,open,2008,payant:0;gratuit:5255;total:5255;mdf-date:01/02/2003,;label:musee de france
5145404,,Musée Saint-Rémi,open,2008,payant:5551;gratuit:46112;total:51663;mdf-date:01/02/2003,;label:musee de france
2A00403,,Musée Palais Fesch,open,2008,payant:402;gratuit:1044;total:1446;mdf-date:01/02/2003,;label:musee de france
2B03301,,Musée d'Histoire de Bastia,closed,2008,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
2543401,,Musée-Maison Natale Gustave Courbet,open,2008,payant:1548;gratuit:2338;total:3886;mdf-date:01/02/2003,;label:musee de france
7024501,,Ecomusée du Pays de la Cerise,open,2008,payant:3404;gratuit:2548;total:5952;mdf-date:01/02/2003,;label:musee de france
3943401,,Musée Municipal de Poligny,closed,2008,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
3950002,,Musée Max Claudet,closed,2008,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
9004101,,Forge-Musée,open,2008,payant:1023;gratuit:494;total:1517;mdf-date:01/02/2003,;label:musee de france
9710501,,Musée de l'Histoire de la Guadeloupe,open,2008,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;unlabel:musee de france
9712001,,Musée Municipal Saint-John Perse,open,2008,payant:3515;gratuit:202;total:3717;mdf-date:12/12/2002,;label:musee de france
9730101,,Ecomusée Municipal d'Approuague-Kaw,open,2008,payant:559;gratuit:2489;total:3048;mdf-date:01/02/2003,;label:musee de france
9201201,,Musée des Années Trente,open,2008,payant:12605;gratuit:15737;total:28342;mdf-date:01/02/2003,;label:musee de france
9204802,,Musée - Atelier Rodin (Annexe du musée de Paris),open,2008,payant:3256;gratuit:4077;total:7333;mdf-date:06/01/2002,;label:musee de france
7510405,,Maison de Victor Hugo,open,2008,payant:13599;gratuit:120690;total:134289;mdf-date:08/07/2004,;label:musee de france
7511618,,Musée National de la Marine,open,2008,payant:174541;gratuit:68742;total:243283;mdf-date:06/01/2002,;label:musee de france
7511503,,Mémorial du Maréchal Leclerc de Hauteclocque et de la Libération de Paris-musée Jean Moulin,open,2008,payant:0;gratuit:16926;total:16926;mdf-date:08/07/2004,;label:musee de france
7510705,,Etablissement public du musée d'Orsay,open,2008,payant:1897635;gratuit:1127529;total:3025164;mdf-date:06/01/2002,;label:musee de france
7510306,,"Musée Cognacq-Jay, Musée du XVIIIe siècle de la ville de Paris",open,2008,payant:9034;gratuit:32269;total:41303;mdf-date:08/07/2004,;label:musee de france
7510305,,Musée National Picasso,open,2008,payant:229337;gratuit:113413;total:342750;mdf-date:06/01/2002,;label:musee de france
7510107,,Musée de la Mode et du Textile (Union Centrale des Arts Décoratifs),open,2008,payant:0;gratuit:0;total:;mdf-date:06/01/2002,;label:musee de france
7510609,,Musée des Monnaies et des Médailles,open,2008,payant:10313;gratuit:11000;total:21313;mdf-date:06/01/2002,;label:musee de france
7510709,,Musée du Quai Branly,open,2008,payant:767130;gratuit:622360;total:1389490;mdf-date:09/12/2004,;label:musee de france
7511401,,Musée Lénine,closed,2008,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
7702201,,Musée Départemental de l'Ecole de Barbizon - Auberge Ganne,open,2008,payant:13561;gratuit:7839;total:21400;mdf-date:01/02/2003,;label:musee de france
7710802,,"Musée des Transports Urbains, Interurbains et Ruraux (anciennement à Colombes)",closed,2008,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
7713201,,Maison Natale de Louis Braille,open,2008,payant:2691;gratuit:762;total:3453;mdf-date:01/02/2003,;label:musee de france
9304601,,Musée Municipal,open,2008,payant:0;gratuit:11000;total:11000;mdf-date:01/02/2003,;label:musee de france
9401701,,Musée de la Résistance Nationale,open,2008,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
9403401,,Ecomusée du Val de Bièvre,open,2008,payant:0;gratuit:11659;total:11659;mdf-date:01/02/2003,;label:musee de france
9406801,,Musée de Saint-Maur - Villa Médicis,open,2008,payant:119;gratuit:10454;total:10573;mdf-date:11/01/2003,;label:musee de france
7836101,,Musée de l'Hôtel-Dieu,open,2008,payant:2597;gratuit:6153;total:8750;mdf-date:01/02/2003,;label:musee de france
7838001,,Musée Victor Aubert,open,2008,payant:0;gratuit:1532;total:1532;mdf-date:01/02/2003,;label:musee de france
7849801,,Musée du Jouet Pierre Pinel,open,2008,payant:12345;gratuit:7229;total:19574;mdf-date:01/02/2003,;label:musee de france
7851702,,Musée Rambolitrain,open,2008,payant:14515;gratuit:1634;total:16149;mdf-date:01/02/2003,;label:musee de france
7864602,,Etablissement Public du Musée et du Domaine National de Versailles,open,2008,payant:4642974;gratuit:963153;total:5606127;mdf-date:06/01/2002,;label:musee de france
1107601,,Musée Archéologique du Lauragais,open,2008,payant:676;gratuit:740;total:1416;mdf-date:01/02/2003,;label:musee de france
1136901,,Musée Archéologique,open,2008,payant:8527;gratuit:114;total:8641;mdf-date:01/02/2003,;label:musee de france
1137901,,Musée des Corbières,open,2008,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
3018903,,Musée Archéologique,open,2008,payant:0;gratuit:79206;total:79206;mdf-date:01/02/2003,;label:musee de france
3020201,,Musée Paul Raymond,open,2008,payant:0;gratuit:2154;total:2154;mdf-date:01/02/2003,;label:musee de france
3035101,,Musée Pierre de Luxembourg,open,2008,payant:4228;gratuit:2553;total:6781;mdf-date:01/02/2003,;label:musee de france
3411901,,Musée de la Cloche et de la Sonnaille,closed,2008,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
3415801,,Musée Archéologique,open,2008,payant:4107;gratuit:0;total:4107;mdf-date:01/02/2003,;label:musee de france
3417203,,Musée Fabre,open,2008,payant:171618;gratuit:131553;total:303171;mdf-date:06/01/2002,;label:musee de france
3430101,,Musée Paul Valéry,open,2008,payant:5716;gratuit:9833;total:15549;mdf-date:01/02/2003,;label:musee de france
4809501,,Musée Ignon Fabre,closed,2008,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
6605301,,Musée d'Art Moderne - Fonds Peskè,open,2008,payant:7396;gratuit:1673;total:9069;mdf-date:01/02/2003,;label:musee de france
6613603,,Musée Hyacinthe Rigaud,open,2008,payant:3335;gratuit:6748;total:10083;mdf-date:01/02/2003,;label:musee de france
1927202,,Musée de la Mémoire et des Industries Tullistes,open,2008,payant:0;gratuit:3432;total:3432;mdf-date:18/04/2008,;label:musee de france
5432901,,Musée du Château de Lunéville,closed,2008,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
5439502,,Muséum- Aquarium de Nancy,open,2008,payant:25106;gratuit:47926;total:73032;mdf-date:01/02/2003,;label:musee de france
5452801,,Musée d'Art et d'Histoire de Toul,open,2008,payant:2448;gratuit:3317;total:5765;mdf-date:01/02/2003,;label:musee de france
5502901,,Musée Barrois,open,2008,payant:2815;gratuit:6564;total:9379;mdf-date:01/02/2003,;label:musee de france
5552701,,Musée d'Argonne,open,2008,payant:1927;gratuit:0;total:1927;mdf-date:01/02/2003,;label:musee de france
5754001,,Musée Militaire et Erckmann-Chatrian,open,2008,payant:792;gratuit:129;total:921;mdf-date:01/02/2003,;label:musee de france
5763102,,Moulin de la Blies - Musée des Techniques Faïencières,open,2008,payant:3930;gratuit:5569;total:9499;mdf-date:01/02/2003,;label:musee de france
8838302,,Musée Charles Friry,closed,2008,payant:0;gratuit:0;total:;mdf-date:11/08/2002,;label:musee de france
0916001,,Musée du Textile et du Peigne en Corne,open,2008,payant:2189;gratuit:0;total:2189;mdf-date:01/02/2003,;label:musee de france
1208901,,Musée Régional de Géologie Pierre Vetter,open,2008,payant:1601;gratuit:2888;total:4489;mdf-date:01/02/2003,;label:musee de france
1209601,,"Musée des Mœurs et Coutumes, Musée du Rouergue",open,2008,payant:492;gratuit:51;total:543;mdf-date:01/02/2003,;label:musee de france
1220201,,Musée Fenaille,open,2008,payant:9396;gratuit:14067;total:23463;mdf-date:01/02/2003,;label:musee de france
1225401,,Musée des Arts et Métiers Traditionnels,open,2008,payant:8538;gratuit:1188;total:9726;mdf-date:01/02/2003,;label:musee de france
3102801,,Musée de Préhistoire,closed,2008,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
3104201,,Musée du Pays de Luchon,open,2008,payant:2291;gratuit:1158;total:3449;mdf-date:01/02/2003,;label:musee de france
3155505,,Musée Georges Labit,open,2008,payant:6161;gratuit:14909;total:21070;mdf-date:01/02/2003,;label:musee de france
3155504,,Musée des Augustins,open,2008,payant:47043;gratuit:57100;total:104143;mdf-date:06/01/2002,;label:musee de france
4618201,,"""Musée Archéologique """"Armand-Viré""""""",open,2008,payant:765;gratuit:143;total:908;mdf-date:01/02/2003,;label:musee de france
8100401,,Musée Toulouse Lautrec,open,2008,payant:104528;gratuit:28233;total:132761;mdf-date:01/02/2003,;label:musee de france
8101201,,Musée Eugénie et Maurice Guérin,open,2008,payant:2056;gratuit:2791;total:4847;mdf-date:01/02/2003,;label:musee de france
8106501,,Musée Goya,open,2008,payant:13229;gratuit:12042;total:25271;mdf-date:06/01/2002,;label:musee de france
8109902,,Muséum d'histoire naturelle Philadelphe Thomas,open,2008,payant:868;gratuit:4152;total:5020;mdf-date:01/02/2003,;label:musee de france
8109903,,Musée de l'Abbaye Saint-Michel,open,2008,payant:2530;gratuit:727;total:3257;mdf-date:01/02/2003,;label:musee de france
8114001,,Musée du Pays Vaurais,open,2008,payant:1350;gratuit:680;total:2030;mdf-date:01/02/2003,;label:musee de france
8212102,,Musée Ingres,open,2008,payant:16896;gratuit:22754;total:39650;mdf-date:06/01/2002,;label:musee de france
5906701,,Musée du Mont-de-Piété,open,2008,payant:1422;gratuit:951;total:2373;mdf-date:01/02/2003,;label:musee de france
5918303,,Musée Portuaire,open,2008,payant:29636;gratuit:22473;total:52109;mdf-date:01/02/2003,;label:musee de france
5939201,,Musée Henri Boez,closed,2008,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
6204102,,Musée des Beaux-Arts,open,2008,payant:8612;gratuit:21026;total:29638;mdf-date:06/01/2002,;label:musee de france
6231801,,Musée Quentovic,open,2008,payant:3552;gratuit:1072;total:4624;mdf-date:01/02/2003,;label:musee de france
6276501,,Musée de l'Hôtel Sandelin,open,2008,payant:10990;gratuit:0;total:10990;mdf-date:01/02/2003,;label:musee de france
1458201,,Château de Saint-Germain de Livet,open,2008,payant:7777;gratuit:14655;total:22432;mdf-date:01/02/2003,;label:musee de france
1476201,,Musée Municipal,open,2008,payant:1818;gratuit:4965;total:6783;mdf-date:01/02/2003,;label:musee de france
5021802,,Musée du Vieux Granville,open,2008,payant:5082;gratuit:7222;total:12304;mdf-date:01/02/2003,;label:musee de france
5052501,,Musée du Granit,open,2008,payant:1929;gratuit:400;total:2329;mdf-date:01/02/2003,;label:musee de france
5060101,,Musée du Château,open,2008,payant:800;gratuit:1200;total:2000;mdf-date:01/02/2003,;label:musee de france
5063901,,Musée de la Poeslerie,open,2008,payant:5143;gratuit:216;total:5359;mdf-date:01/02/2003,;label:musee de france
2737501,,Musée Municipal,open,2008,payant:0;gratuit:6144;total:6144;mdf-date:01/02/2003,;label:musee de france
7605701,,Musée Municipal,closed,2008,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
7615701,,Pavillon Flaubert,open,2008,payant:0;gratuit:533;total:533;mdf-date:01/02/2003,;label:musee de france
7635101,,Musée d'Art Moderne André Malraux - MuMa,open,2008,payant:32899;gratuit:28172;total:61071;mdf-date:01/02/2003,;label:musee de france
7635102,,Abbaye de Graville - Musée du Prieuré de Graville,open,2008,payant:3700;gratuit:4989;total:8689;mdf-date:01/02/2003,;label:musee de france
7649701,,Musée Départemental Pierre Corneille,open,2008,payant:645;gratuit:2804;total:3449;mdf-date:01/02/2003,;label:musee de france
7647401,,Musée Industriel de la Corderie Vallois,open,2008,payant:2505;gratuit:6167;total:8672;mdf-date:01/02/2003,;label:musee de france
7654005,,Musée des Beaux-Arts,open,2008,payant:37104;gratuit:58687;total:95791;mdf-date:06/01/2002,;label:musee de france
7662401,,Association de l'Horlogerie Aliermontaise,open,2008,payant:4004;gratuit:1226;total:5230;mdf-date:01/02/2003,;label:musee de france
7674201,,Musée Victor Hugo,open,2008,payant:4643;gratuit:9130;total:13773;mdf-date:01/02/2003,;label:musee de france
4403601,,Musée Municipal,closed,2008,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
4900702,,Musée Pincé,closed,2008,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
5300301,,Musée des Tisserands Mayennais,open,2008,payant:800;gratuit:587;total:1387;mdf-date:01/02/2003,;label:musee de france
5312201,,Musée Archéologique Départemental de Jublains,open,2008,payant:8522;gratuit:21692;total:30214;mdf-date:18/07/2002,;label:musee de france
8519401,,Musée de l'Abbaye de Sainte-Croix,open,2008,payant:12601;gratuit:16434;total:29035;mdf-date:01/02/2003,;label:musee de france
8514601,,Musée du Nord de la Vendée,closed,2008,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
8516301,,Musée de la Construction Navale Artisanale,closed,2008,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
0236102,,Familistère de Guise,open,2008,payant:28848;gratuit:2956;total:31804;mdf-date:01/02/2003,;label:musee de france
0230401,,Musée Jeanne d'Aboville,open,2008,payant:303;gratuit:215;total:518;mdf-date:01/02/2003,;label:musee de france
0240802,,Musée d'Art et d'Archéologie,open,2008,payant:1567;gratuit:5140;total:6707;mdf-date:01/02/2003,;label:musee de france
0257401,,Musée Monseigneur Pigneau de Behaine,open,2008,payant:0;gratuit:240;total:240;mdf-date:01/02/2003,;label:musee de france
6014301,,Musée Pillon,open,2008,payant:0;gratuit:132;total:132;mdf-date:01/02/2003,;label:musee de france
8002103,,Muséum d'histoire naturelle,closed,2008,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
1601502,,Atelier - Musée du Papier,open,2008,payant:0;gratuit:12409;total:12409;mdf-date:01/02/2003,;label:musee de france
1610202,,Musée des Arts du Cognac (Annexe musée municipal),open,2008,payant:7725;gratuit:5330;total:13055;mdf-date:01/02/2003,;label:musee de france
1730005,,Musée Protestant,open,2008,payant:1367;gratuit:447;total:1814;mdf-date:01/02/2003,;label:musee de france
1721801,,Musée Cappon,closed,2008,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
7904901,,Musée de Bressuire,open,2008,payant:0;gratuit:5886;total:5886;mdf-date:01/02/2003,;label:musee de france
7919104,,Musée Bernard d’Agesci,open,2008,payant:3794;gratuit:14862;total:18656;mdf-date:01/02/2003,;label:musee de france
8619402,,Musée Sainte-Croix,open,2008,payant:3639;gratuit:17390;total:21029;mdf-date:06/01/2002,;label:musee de france
8619404,,Musée du baptistère Saint-Jean,open,2008,payant:13908;gratuit:1527;total:15435;mdf-date:01/02/2003,;label:musee de france
0407001,,Musée Gassendi,open,2008,payant:2462;gratuit:6754;total:9216;mdf-date:01/02/2003,;label:musee de france
0408801,,Musée Municipal,closed,2008,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
0420901,,Musée du Vieux Sisteron,open,2008,payant:0;gratuit:567;total:567;mdf-date:01/02/2003,;label:musee de france
0601801,,Musée Fernand Léger,open,2008,payant:18796;gratuit:13261;total:32057;mdf-date:06/01/2002,;label:musee de france
0602702,,Musée Renoir,open,2008,payant:30621;gratuit:9109;total:39730;mdf-date:01/02/2003,;label:musee de france
0608305,,Musée des Beaux-Arts,open,2008,payant:0;gratuit:19571;total:19571;mdf-date:01/02/2003,;label:musee de france
0608805,,Musée Archéologique - Site de  Cimiez,open,2008,payant:4201;gratuit:28434;total:32635;mdf-date:01/02/2003,;label:musee de france
0608811,,Musée National Marc Chagall,open,2008,payant:112161;gratuit:43630;total:155791;mdf-date:06/01/2002,;label:musee de france
0608812,,Musée Matisse,open,2008,payant:33027;gratuit:92456;total:125483;mdf-date:01/02/2003,;label:musee de france
0615502,,Musée Picasso la guerre et la paix à Vallauris,open,2008,payant:26574;gratuit:10668;total:37242;mdf-date:06/01/2002,;label:musee de france
0615901,,Musées de la Citadelle,open,2008,payant:0;gratuit:37507;total:37507;mdf-date:01/02/2003,;label:musee de france
1300106,,Musée Paul Arbaud,open,2008,payant:680;gratuit:1500;total:2180;mdf-date:01/02/2003,;label:musee de france
1300405,,Musée Départemental de l'Arles Antique,open,2008,payant:19860;gratuit:53797;total:73657;mdf-date:01/02/2003,;label:musee de france
1304701,,Musée Archéologique d'Istres René Beaucaire,open,2008,payant:0;gratuit:5468;total:5468;mdf-date:01/02/2003,;label:musee de france
1320691,,Musée d'Art Contemporain - Galeries Contemporaines,open,2008,payant:8307;gratuit:18610;total:26917;mdf-date:01/02/2003,;label:musee de france
1320402,,Muséum d'Histoire Naturelle,open,2008,payant:6240;gratuit:25989;total:32229;mdf-date:06/01/2002,;label:musee de france
1309101,,Musée Suffren et du Vieux Saint-Cannat,open,2008,payant:0;gratuit:5038;total:5038;mdf-date:01/02/2003,;label:musee de france
1310001,,Musée des Alpilles,open,2008,payant:2863;gratuit:5969;total:8832;mdf-date:01/02/2003,;label:musee de france
1310302,,Musée de Salon et de la Crau,closed,2008,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
0500301,,Musée du Vieux Queyras,closed,2008,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
