id,osm_id,name,status,year,stats,tags
0126901,,Musée de la Résistance et de la Déportation,open,2016,payant:786;gratuit:244;total:1030;mdf-date:01/02/2003,;label:musee de france
0113701,,Musée Départemental du Revermont,open,2016,payant:1704;gratuit:7946;total:9650;mdf-date:01/02/2003,;label:musee de france
0733401,,Musée des Vans,open,2016,payant:453;gratuit:912;total:1365;mdf-date:01/02/2003,;label:musee de france
0732401,,Musée du Rhône,open,2016,payant:14892;gratuit:11091;total:25983;mdf-date:01/02/2003,;label:musee de france
1516801,,Ecomusée de Margeride-Haute-Auvergne,open,2016,payant:9065;gratuit:249;total:9314;mdf-date:01/02/2003,;label:musee de france
1518701,,Musée de la Haute Auvergne,open,2016,payant:1700;gratuit:3564;total:5264;mdf-date:01/02/2003,;label:musee de france
2611301,,Musée d'Histoire et d'Archéologie,open,2016,payant:579;gratuit:4843;total:5422;mdf-date:01/02/2003,;label:musee de france
2628101,,Musée International de la Chaussure,open,2016,payant:15977;gratuit:13073;total:29050;mdf-date:01/02/2003,;label:musee de france
2636201,,Musée des Beaux-Arts,open,2016,payant:9997;gratuit:31458;total:41455;mdf-date:01/02/2003,;label:musee de france
7428102,,Musée du Chablais,open,2016,payant:2045;gratuit:2851;total:4896;mdf-date:01/02/2003,;label:musee de france
3800601,,Musée Jadis Allevard,open,2016,payant:1532;gratuit:1787;total:3319;mdf-date:20/12/2005,;label:musee de france
3801201,,Musée Gallo-Romain,open,2016,payant:4939;gratuit:1983;total:6922;mdf-date:01/02/2003,;label:musee de france
3826901,,Musée Matheysin,open,2016,payant:615;gratuit:1621;total:2236;mdf-date:01/02/2003,;label:musee de france
3854401,,Musée-Cloître Saint-André-Le-Bas,open,2016,payant:3568;gratuit:3788;total:7356;mdf-date:01/02/2003,;label:musee de france
3854402,,Musée Lapidaire Saint-Pierre,open,2016,payant:3162;gratuit:6416;total:9578;mdf-date:01/02/2003,;label:musee de france
3856201,,Musée Départemental de la Révolution Française,open,2016,payant:4748;gratuit:53268;total:58016;mdf-date:01/02/2003,;label:musee de france
4200301,,Musée Alice Taverne,open,2016,payant:3493;gratuit:741;total:4234;mdf-date:01/02/2003,;label:musee de france
4205901,,Atelier - Musée du Chapeau,open,2016,payant:15683;gratuit:6700;total:22383;mdf-date:01/02/2003,;label:musee de france
6301001,,Musée de la Dentelle,open,2016,payant:1096;gratuit:73;total:1169;mdf-date:01/02/2003,;label:musee de france
6311303,,Muséum d'Histoire Naturelle Henri-Lecoq,open,2016,payant:4595;gratuit:26750;total:31345;mdf-date:06/01/2002,;label:musee de france
6901801,,Musée Folklorique et Traditions Populaires Marius Audin,open,2016,payant:2717;gratuit:435;total:3152;mdf-date:01/02/2003,;label:musee de france
6938201,,Musée des Hospices Civils de Lyon,closed,2016,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
6938701,,Centre d'Histoire de la Résistance et de la Déportation,open,2016,payant:25889;gratuit:34046;total:59935;mdf-date:01/02/2003,;label:musee de france
7305401,,Musée du Costume,closed,2016,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
7318101,,Musée de l'Académie de La Val d'Isère,open,2016,payant:57;gratuit:305;total:362;mdf-date:01/02/2003,;label:musee de france
2123101,,Musée François Rude,open,2016,payant:0;gratuit:82965;total:82965;mdf-date:01/02/2003,;label:musee de france
2123103,,Musée Magnin,open,2016,payant:7459;gratuit:10629;total:18088;mdf-date:06/01/2002,;label:musee de france
2123104,,Musée des Beaux-Arts,open,2016,payant:0;gratuit:155692;total:155692;mdf-date:06/01/2002,;label:musee de france
2123106,,"Musée de la Vie Bourguignonne, Perrin de Puycousin",open,2016,payant:0;gratuit:40741;total:40741;mdf-date:01/02/2003,;label:musee de france
