id,osm_id,name,city,country,country_code,status,year,stats,tags
4900703,,Musée Jean Lurcat et de la Tapisserie Contemporaine,ANGERS,France,fr,open,2009,payant:16982;gratuit:42214;total:59196;mdf-date:01/02/2003,label:musee de france
4909904,,Musée du Textile,CHOLET,France,fr,open,2009,payant:5440;gratuit:9047;total:14487;mdf-date:06/04/2002,label:musee de france
5306201,,Musée d'Art et d'Archéologie Hôtel Fouquet,CHATEAU-GONTIER,France,fr,closed,2009,payant:0;gratuit:0;total:;mdf-date:01/02/2003,label:musee de france
7218199,,Musée Vert Véron-de-Forbonnais,LE MANS,France,fr,open,2009,payant:19438;gratuit:0;total:19438;mdf-date:01/02/2003,label:musee de france
8501201,,Ecomusée du Marais Breton Vendéen,LA BARRE-DE-MONTS,France,fr,open,2009,payant:20706;gratuit:8427;total:29133;mdf-date:01/02/2003,label:musee de france
8515401,,Musée Clemenceau et de Lattre-de-Tassigny,MOUILLERON-EN-PAREDS,France,fr,open,2009,payant:1546;gratuit:4235;total:5781;mdf-date:06/01/2002,label:musee de france
8516302,,Musée du Château,NOIRMOUTIER-EN-L'ILE,France,fr,open,2009,payant:36996;gratuit:5109;total:42105;mdf-date:01/02/2003,label:musee de france
0230401,,Musée Jeanne d'Aboville,LA FERE,France,fr,open,2009,payant:173;gratuit:163;total:336;mdf-date:01/02/2003,label:musee de france
0257401,,Musée Monseigneur Pigneau de Behaine,ORIGNY-EN-THIERACHE,France,fr,closed,2009,payant:0;gratuit:0;total:;mdf-date:01/02/2003,label:musee de france
0268401,,Musée de la Vie Rurale et Forestière,SAINT-MICHEL-EN-THIERACHE,France,fr,closed,2009,payant:0;gratuit:0;total:;mdf-date:01/02/2003,label:musee de france
0278901,,Musée de La Thiérache,VERVINS,France,fr,open,2009,payant:0;gratuit:1932;total:1932;mdf-date:01/02/2003,label:musee de france
6015904,,Musée Antoine Vivenel,COMPIEGNE,France,fr,open,2009,payant:1631;gratuit:10065;total:11696;mdf-date:01/02/2003,label:musee de france
6061203,,Musée de la Vénerie,SENLIS,France,fr,open,2009,payant:9052;gratuit:6771;total:15823;mdf-date:01/02/2003,label:musee de france
8002103,,Muséum d'histoire naturelle,AMIENS,France,fr,closed,2009,payant:0;gratuit:0;total:;mdf-date:01/02/2003,label:musee de france
1601504,,Cité International de la Bande Dessinée et de l'Image - Musée de la Bande Dessinée,ANGOULEME,France,fr,open,2009,payant:11885;gratuit:36077;total:47962;mdf-date:01/02/2003,label:musee de france
1715301,,Musée de la Mytiliculture,ESNANDES,France,fr,open,2009,payant:4523;gratuit:63;total:4586;mdf-date:01/02/2003,label:musee de france
1729903,,Hôtel Hèbre de Saint-Clément - Musée d'Art et d'Histoire,ROCHEFORT,France,fr,open,2009,payant:3183;gratuit:17200;total:20383;mdf-date:28/03/2002,label:musee de france
1738501,,Musée de l'Ile d'Oléron,ST-PIERRE D'OLERON,France,fr,open,2009,payant:10630;gratuit:2930;total:13560;mdf-date:01/02/2003,label:musee de france
8606603,,"Musée de la Moto, de l'Automobile et du Vélo",CHATELLERAULT,France,fr,open,2009,payant:4311;gratuit:9231;total:13542;mdf-date:01/02/2003,label:musee de france
8607801,,Musée Municipal de Civray,CIVRAY,France,fr,open,2009,payant:0;gratuit:605;total:605;mdf-date:01/02/2003,label:musee de france
8619404,,Musée du baptistère Saint-Jean,POITIERS,France,fr,open,2009,payant:12419;gratuit:1159;total:13578;mdf-date:01/02/2003,label:musee de france
0602702,,Musée Renoir,CAGNES-SUR-MER,France,fr,open,2009,payant:27134;gratuit:9827;total:36961;mdf-date:01/02/2003,label:musee de france
0606903,,Musée International de la Parfumerie,GRASSE,France,fr,open,2009,payant:44110;gratuit:46024;total:90134;mdf-date:01/02/2003,label:musee de france
0608303,,Musée de Préhistoire Régionale,MENTON,France,fr,open,2009,payant:0;gratuit:12742;total:12742;mdf-date:01/02/2003,label:musee de france
0608816,,Musée Départemental des Arts Asiatiques,NICE,France,fr,open,2009,payant:9028;gratuit:77200;total:86228;mdf-date:01/02/2003,label:musee de france
0608808,,Musée du Palais Lascaris,NICE,France,fr,open,2009,payant:0;gratuit:83750;total:83750;mdf-date:01/02/2003,label:musee de france
0608813,,Musée d'Art Moderne et d'Art Contemporain,NICE,France,fr,open,2009,payant:0;gratuit:163803;total:163803;mdf-date:01/02/2003,label:musee de france
0615502,,Musée Picasso la guerre et la paix à Vallauris,VALLAURIS,France,fr,open,2009,payant:18564;gratuit:12577;total:31141;mdf-date:06/01/2002,label:musee de france
1300102,,Musée du Parlement de Provence et du Vieil Aix,AIX-EN-PROVENCE,France,fr,open,2009,payant:0;gratuit:15482;total:15482;mdf-date:01/02/2003,label:musee de france
1300107,,Muséum d'Histoire Naturelle,AIX-EN-PROVENCE,France,fr,open,2009,payant:11507;gratuit:27193;total:38700;mdf-date:06/01/2002,label:musee de france
1302801,,Musée Ciotaden,LA CIOTAT,France,fr,open,2009,payant:3311;gratuit:2455;total:5766;mdf-date:01/02/2003,label:musee de france
1301103,,Musée d'Histoire et d'Archéologie des Baux-de-Provence,LES BAUX DE PROVENCE,France,fr,open,2009,payant:223838;gratuit:36454;total:260292;mdf-date:01/02/2003,label:musee de france
1305201,,Musée Frédéric Mistral,MAILLANE,France,fr,open,2009,payant:2331;gratuit:3298;total:5629;mdf-date:01/02/2003,label:musee de france
1305601,,Musée Ziem,MARTIGUES,France,fr,open,2009,payant:0;gratuit:16172;total:16172;mdf-date:01/02/2003,label:musee de france
1309101,,Musée Suffren et du Vieux Saint-Cannat,SAINT-CANNAT,France,fr,open,2009,payant:0;gratuit:5200;total:5200;mdf-date:01/02/2003,label:musee de france
1310001,,Musée des Alpilles,SAINT-REMY-DE-PROVENCE,France,fr,open,2009,payant:2967;gratuit:6137;total:9104;mdf-date:01/02/2003,label:musee de france
8302301,,Musée du Pays Brignolais,BRIGNOLES,France,fr,open,2009,payant:2521;gratuit:2861;total:5382;mdf-date:01/02/2003,label:musee de france
8305003,,Musée des A.T.P. de Moyenne Provence,DRAGUIGNAN,France,fr,open,2009,payant:4148;gratuit:5570;total:9718;mdf-date:01/02/2003,label:musee de france
8306101,,Musée Archéologique Gallo-Romaine du Var,FREJUS,France,fr,open,2009,payant:4228;gratuit:5047;total:9275;mdf-date:01/02/2003,label:musee de france
8311901,,Musée de l'Annonciade,SAINT-TROPEZ,France,fr,open,2009,payant:30844;gratuit:6166;total:37010;mdf-date:01/02/2003,label:musee de france
8400704,,Musée Calvet (et musée Lapidaire),AVIGNON,France,fr,open,2009,payant:12941;gratuit:6627;total:19568;mdf-date:06/01/2002,label:musee de france
8403105,,Musée Sobirats,CARPENTRAS,France,fr,open,2009,payant:237;gratuit:803;total:1040;mdf-date:01/02/2003,label:musee de france
8403503,,Musée Jouve,CAVAILLON,France,fr,closed,2009,payant:0;gratuit:0;total:;mdf-date:01/02/2003,label:musee de france
8403502,,Musée de l'Hôtel Dieu,CAVAILLON,France,fr,open,2009,payant:0;gratuit:0;total:;mdf-date:01/02/2003,label:musee de france
8413901,,Musée-Bibliothèque François Pétrarque,FONTAINE-DE-VAUCLUSE,France,fr,open,2009,payant:2496;gratuit:944;total:3440;mdf-date:01/02/2003,label:musee de france
0138301,,Musée Louis Jourdan,SAINT-PAUL-DE-VARAX,France,fr,closed,2009,payant:0;gratuit:0;total:;mdf-date:01/02/2003,label:musee de france
0701001,,Musée Vivarois César Filhol,ANNONAY,France,fr,open,2009,payant:441;gratuit:1133;total:1574;mdf-date:01/02/2003,label:musee de france
0733401,,Musée des Vans,LES VANS,France,fr,open,2009,payant:259;gratuit:941;total:1200;mdf-date:01/02/2003,label:musee de france
2619801,,Musée du Château des Adhémars,MONTELIMAR,France,fr,open,2009,payant:13307;gratuit:0;total:13307;mdf-date:30/01/2003,label:musee de france
2636401,,Musée du site Préhistorique,VASSIEUX-EN-VERCORS,France,fr,open,2009,payant:15824;gratuit:0;total:15824;mdf-date:01/02/2003,label:musee de france
7415201,,Musée Léon Marès,LOVAGNY,France,fr,open,2009,payant:18327;gratuit:5707;total:24034;mdf-date:01/02/2003,label:musee de france
3800501,,Conservatoire - Musée des Industries Hydroélectriques,VAUJANY,France,fr,open,2009,payant:0;gratuit:9737;total:9737;mdf-date:01/02/2003,label:musee de france
4205202,,Musée de la Soierie,CHARLIEU,France,fr,open,2009,payant:5077;gratuit:1789;total:6866;mdf-date:01/02/2003,label:musee de france
4205901,,Atelier - Musée du Chapeau,CHAZELLES-SUR-LYON,France,fr,open,2009,payant:10610;gratuit:4184;total:14794;mdf-date:01/02/2003,label:musee de france
4209401,,Musée d'Archéologie,FEURS,France,fr,open,2009,payant:1379;gratuit:4647;total:6026;mdf-date:01/02/2003,label:musee de france
4214702,,Musée de la Diana,MONTBRISON,France,fr,open,2009,payant:1643;gratuit:0;total:1643;mdf-date:01/02/2003,label:musee de france
4217301,,Musée du Vieux Pommiers,POMMIERS-EN-FOREZ,France,fr,closed,2009,payant:0;gratuit:0;total:;mdf-date:01/02/2003,label:musee de france
4218701,,Musée des Beaux-Arts et d'Archéologie J. Dechelette,ROANNE,France,fr,open,2009,payant:2741;gratuit:10701;total:13442;mdf-date:01/02/2003,label:musee de france
4231801,,Musée Rural,USSON-EN-FOREZ,France,fr,open,2009,payant:5993;gratuit:1131;total:7124;mdf-date:01/02/2003,label:musee de france
6912302,,Musée des Arts Décoratifs,LYON,France,fr,open,2009,payant:0;gratuit:0;total:;mdf-date:2003-02-01 00:00:00,label:musee de france
6938502,,Lugdunum - Musée et Théâtres Romains,LYON,France,fr,open,2009,payant:20995;gratuit:53249;total:74244;mdf-date:01/02/2003,label:musee de france
6938101,,Musée d'Art Contemporain de Lyon,LYON,France,fr,open,2009,payant:88408;gratuit:26188;total:114596;mdf-date:01/02/2003,label:musee de france
6923501,,Musée Archéologique,SAINT-ROMAIN-EN-GAL,France,fr,open,2009,payant:20601;gratuit:48864;total:69465;mdf-date:01/02/2003,label:musee de france
6926401,,Musée Paul Dini,VILLEFRANCHE-SUR-SAONE,France,fr,open,2009,payant:13629;gratuit:7842;total:21471;mdf-date:01/02/2003,label:musee de france
7301101,,Musée Municipal d'Albertville-Conflans,ALBERTVILLE,France,fr,open,2009,payant:3001;gratuit:3045;total:6046;mdf-date:01/02/2003,label:musee de france
7306502,,Musée Savoisien,CHAMBERY,France,fr,open,2009,payant:4074;gratuit:11749;total:15823;mdf-date:06/01/2002,label:musee de france
6733901,,Musée de la Poterie,BETSCHDORF,France,fr,open,2009,payant:2485;gratuit:466;total:2951;mdf-date:01/02/2003,label:musee de france
6737201,,Musée de l'Image Populaire de Pfaffenhoffen,PFAFFENHOFFEN,France,fr,open,2009,payant:1433;gratuit:994;total:2427;mdf-date:2002-09-07 00:00:00,label:musee de france
6743701,,Musée du Château des Rohan,SAVERNE,France,fr,open,2009,payant:4940;gratuit:4977;total:9917;mdf-date:01/02/2003,label:musee de france
6748210,,Musée Zoologique de Strasbourg,STRASBOURG,France,fr,open,2009,payant:12864;gratuit:35152;total:48016;mdf-date:01/02/2003,label:musee de france
6748205,,Cabinet des Estampes et des Dessins,STRASBOURG,France,fr,open,2009,payant:0;gratuit:121;total:121;mdf-date:01/02/2003,label:musee de france
6806603,,Musée Bartholdi,COLMAR,France,fr,open,2009,payant:7387;gratuit:4030;total:11417;mdf-date:01/02/2003,label:musee de france
6816201,,Musée d'Histoire Local,KAYSERSBERG,France,fr,open,2009,payant:304;gratuit:354;total:658;mdf-date:01/02/2003,label:musee de france
6822405,,Cité du Train,MULHOUSE,France,fr,open,2009,payant:70099;gratuit:13853;total:83952;mdf-date:18/11/2002,label:musee de france
6822402,,Musée de l'Impression sur Etoffes,MULHOUSE,France,fr,open,2009,payant:19301;gratuit:15490;total:34791;mdf-date:01/02/2003,label:musee de france
6834301,,Ecomusée d'Alsace,UNGERSHEIM,France,fr,open,2009,payant:151620;gratuit:15100;total:166720;mdf-date:01/02/2003,label:musee de france
2452001,,Musée-Aquarium,CREYSSE,France,fr,closed,2009,payant:0;gratuit:0;total:;mdf-date:01/02/2003,label:musee de france
2458401,,Musée d'Art et Traditions Populaires,VILLEFRANCHE-DE-LONCHAT,France,fr,open,2009,payant:0;gratuit:884;total:884;mdf-date:01/02/2003,label:musee de france
3306309,,Centre National Jean Moulin,BORDEAUX,France,fr,open,2009,payant:0;gratuit:23887;total:23887;mdf-date:01/02/2003,label:musee de france
3324301,,Musée des Beaux-Arts et d'Archéologie,LIBOURNE,France,fr,open,2009,payant:0;gratuit:3327;total:3327;mdf-date:01/02/2003,label:musee de france
3339401,,Musée d'Histoire et d'Archéologique,SAINT-EMILION,France,fr,closed,2009,payant:0;gratuit:0;total:;mdf-date:01/02/2003,label:musee de france
3354701,,Musée Municipal,VILLANDRAUT,France,fr,closed,2009,payant:0;gratuit:0;total:;mdf-date:01/02/2003,label:musee de france
4016701,,Atelier-Musée  (Ecomusée de la Grande Landes),LUXEY,France,fr,open,2009,payant:935;gratuit:72;total:1007;mdf-date:01/02/2003,label:musee de france
4700101,,Musée des Beaux-Arts,AGEN,France,fr,open,2009,payant:8406;gratuit:14417;total:22823;mdf-date:01/02/2003,label:musee de france
4715701,,Musée Municipal Albert Marzelles,MARMANDE,France,fr,open,2009,payant:0;gratuit:5811;total:5811;mdf-date:01/02/2003,label:musee de france
6410202,,Musée Bonnat,BAYONNE,France,fr,open,2009,payant:10476;gratuit:11963;total:22439;mdf-date:01/02/2003,label:musee de france
6416001,,Musée Edmond Rostand,CAMBO-LES-BAINS,France,fr,open,2009,payant:59757;gratuit:2155;total:61912;mdf-date:01/02/2003,label:musee de france
0304801,,Musée Charles-Louis Philippe,CERILLY,France,fr,open,2009,payant:329;gratuit:145;total:474;mdf-date:01/02/2003,label:musee de france
0318501,,Musée des Musiques Populaires - MuPop,MONTLUCON,France,fr,open,2009,payant:1545;gratuit:5593;total:7138;mdf-date:01/02/2003,label:musee de france
0319001,,Musée Anne de Beaujeu,MOULINS,France,fr,open,2009,payant:11072;gratuit:3784;total:14856;mdf-date:01/02/2003,label:musee de france
4307001,,Musée de Paléontologie,CHILHAC,France,fr,open,2009,payant:1299;gratuit:0;total:1299;mdf-date:01/02/2003,label:musee de france
4316201,,Musée des Manufactures de Dentelles,RETOURNAC,France,fr,open,2009,payant:4412;gratuit:4192;total:8604;mdf-date:22/04/2002,label:musee de france
6311303,,Muséum d'Histoire Naturelle Henri-Lecoq,CLERMONT-FERRAND,France,fr,open,2009,payant:4036;gratuit:21805;total:25841;mdf-date:06/01/2002,label:musee de france
6319501,,Musée Départemental de la Céramique Gallo-Romaine,LEZOUX,France,fr,open,2009,payant:9775;gratuit:4565;total:14340;mdf-date:01/02/2003,label:musee de france
6347001,,Musée Municipal Marcel Sahut,VOLVIC,France,fr,closed,2009,payant:0;gratuit:0;total:;mdf-date:01/02/2003,label:musee de france
2100801,,Musée Alésia,ALISE-SAINTE-REINE,France,fr,closed,2009,payant:0;gratuit:0;total:;mdf-date:01/02/2003,label:musee de france
2123107,,Musée d'Art Sacré,DIJON,France,fr,open,2009,payant:0;gratuit:6593;total:6593;mdf-date:01/02/2003,label:musee de france
2125401,,Musée des Arts et Traditions des Hautes-Côtes,GEVREY-CHAMBERTIN - Reulle Vergy,France,fr,closed,2009,payant:0;gratuit:0;total:;mdf-date:01/02/2003,label:musee de france
2146401,,Musée Municipal,NUITS-SAINT-GEORGES,France,fr,open,2009,payant:432;gratuit:2381;total:2813;mdf-date:01/02/2003,label:musee de france
5819402,,Musée de la Faïence et des Beaux-Arts,NEVERS,France,fr,closed,2009,payant:0;gratuit:0;total:;mdf-date:01/02/2003,label:musee de france
5819403,,Musée Archéologique du Nivernais (Porte du Croux),NEVERS,France,fr,open,2009,payant:0;gratuit:123;total:123;mdf-date:01/02/2003,label:musee de france
5830401,,Musée Auguste Grasset,VARZY,France,fr,open,2009,payant:1751;gratuit:620;total:2371;mdf-date:01/02/2003,label:musee de france
7101402,,Musée Rolin,AUTUN,France,fr,open,2009,payant:13921;gratuit:8437;total:22358;mdf-date:01/02/2003,label:musee de france
7110601,,Musée René Davoine,CHAROLLES,France,fr,closed,2009,payant:0;gratuit:0;total:;mdf-date:01/02/2003,label:musee de france
7127201,,Musée Départemental du Compagnonnage,ROMANECHE-THORINS,France,fr,open,2009,payant:2187;gratuit:1662;total:3849;mdf-date:01/02/2003,label:musee de france
8902401,,Muséum - Maison de l'Eau,AUXERRE,France,fr,open,2009,payant:0;gratuit:13405;total:13405;mdf-date:01/02/2003,label:musee de france
8927901,,Musée des Arts Naïfs et Populaires de Noyers sur Serein,NOYERS-SUR-SEREIN,France,fr,open,2009,payant:1355;gratuit:643;total:1998;mdf-date:01/02/2003,label:musee de france
8936801,,Musée Colette,SAINT-SAUVEUR-EN-PUISAYE,France,fr,open,2009,payant:7517;gratuit:314;total:7831;mdf-date:01/02/2003,label:musee de france
8947201,,Musée d'Art et d'Histoire du Puisaye,VILLIERS-SAINT-BENOIT,France,fr,open,2009,payant:787;gratuit:547;total:1334;mdf-date:01/02/2003,label:musee de france
2209301,,Musée Mathurin Meheut,LAMBALLE,France,fr,open,2009,payant:4073;gratuit:1008;total:5081;mdf-date:02/05/2002,label:musee de france
2901902,,Musée National de la Marine,BREST,France,fr,open,2009,payant:30406;gratuit:41838;total:72244;mdf-date:06/01/2002,label:musee de france
3523802,,Musée des Beaux-Arts,RENNES,France,fr,open,2009,payant:11730;gratuit:23416;total:35146;mdf-date:06/01/2002,label:musee de france
5602301,,Ecomusée de Saint-Dégan,BREC'H,France,fr,open,2009,payant:11957;gratuit:2867;total:14824;mdf-date:01/02/2003,label:musee de france
5622801,,Musée de la Résistance Bretonne,SAINT-MARCEL - MALESTROIT,France,fr,open,2009,payant:22378;gratuit:3911;total:26289;mdf-date:01/02/2003,label:musee de france
1803301,,Musée Estève,BOURGES,France,fr,open,2009,payant:0;gratuit:16402;total:16402;mdf-date:01/02/2003,label:musee de france
1803302,,Musée des Arts Décoratifs,BOURGES,France,fr,open,2009,payant:0;gratuit:17609;total:17609;mdf-date:01/02/2003,label:musee de france
1805701,,Musée Emile Chénon,CHATEAUMEILLANT,France,fr,open,2009,payant:485;gratuit:665;total:1150;mdf-date:01/02/2003,label:musee de france
1827901,,Musée Municipal,VIERZON,France,fr,open,2009,payant:0;gratuit:2007;total:2007;mdf-date:01/02/2003,label:musee de france
2828001,,Musée de l'Histoire du Perche,NOGENT-LE-ROTROU,France,fr,open,2009,payant:11072;gratuit:7880;total:18952;mdf-date:01/02/2003,label:musee de france
3604401,,Musées de Châteauroux - Hôtel Bertrand,CHATEAUROUX,France,fr,open,2009,payant:0;gratuit:22133;total:22133;mdf-date:01/02/2003,label:musee de france
3604601,,Musée George Sand et de la Vallée Noire,LA CHATRE,France,fr,open,2009,payant:2572;gratuit:1614;total:4186;mdf-date:01/02/2003,label:musee de france
3711301,,Musée de Préhistoire du Grand Pressigny,LE GRAND PRESSIGNY,France,fr,open,2009,payant:3293;gratuit:6283;total:9576;mdf-date:30/04/2002,label:musee de france
3720501,,Musée Balzac,SACHE,France,fr,open,2009,payant:14429;gratuit:9346;total:23775;mdf-date:30/04/2002,label:musee de france
3724201,,Ecomusée du Véron,SAVIGNY-EN-VERON,France,fr,open,2009,payant:8480;gratuit:0;total:8480;mdf-date:18/07/2002,label:musee de france
3724801,,Musée François Rabelais,SEUILLY,France,fr,open,2009,payant:8239;gratuit:3858;total:12097;mdf-date:30/04/2002,label:musee de france
3726104,,Musée des Vins de Touraine,TOURS,France,fr,open,2009,payant:1220;gratuit:900;total:2120;mdf-date:01/02/2003,label:musee de france
4101804,,Maison de la Magie,BLOIS,France,fr,open,2009,payant:54844;gratuit:11980;total:66824;mdf-date:01/02/2003,label:musee de france
4520301,,Musée Gaston Couté,MEUNG-SUR-LOIRE,France,fr,open,2009,payant:0;gratuit:2648;total:2648;mdf-date:01/02/2003,label:musee de france
4523401,,Musée des Sciences Naturelles,ORLEANS,France,fr,open,2009,payant:7304;gratuit:52792;total:60096;mdf-date:06/01/2002,label:musee de france
0810503,,Musée de l'Ardenne,CHARLEVILLE-MEZIERES,France,fr,open,2009,payant:4654;gratuit:47349;total:52003;mdf-date:01/02/2003,label:musee de france
0836201,,Musée du Rethelois et du Porcien,RETHEL,France,fr,closed,2009,payant:0;gratuit:0;total:;mdf-date:01/02/2003,label:musee de france
0840901,,Musée du Château-Fort,SEDAN,France,fr,open,2009,payant:56426;gratuit:1161;total:57587;mdf-date:01/02/2003,label:musee de france
1003301,,Musée Municipal,BAR-SUR-AUBE,France,fr,closed,2009,payant:0;gratuit:0;total:;mdf-date:01/02/2003,label:musee de france
1038705,,Maison de l'Outil  et de la Pensée Ouvrière,TROYES,France,fr,open,2009,payant:11312;gratuit:2912;total:14224;mdf-date:01/02/2003,label:musee de france
1038701,,Muséum d'Histoire Naturelle (Musée Pic Saint-Loup),TROYES,France,fr,open,2009,payant:0;gratuit:0;total:;mdf-date:01/02/2003,label:musee de france
5212102,,Musée de l'Affiche,CHAUMONT,France,fr,closed,2009,payant:0;gratuit:0;total:;mdf-date:01/02/2003,label:musee de france
5144501,,Ecomusée de la Montagne de Reims,POURCY,France,fr,closed,2009,payant:0;gratuit:0;total:;mdf-date:01/02/2003,label:musee de france
2A14201,,Musée de l'Alta Rocca,LEVIE,France,fr,open,2009,payant:6336;gratuit:5025;total:11361;mdf-date:01/02/2003,label:musee de france
2541801,,Musée de Plein Air des Maisons Comtoises,NANCRAY,France,fr,open,2009,payant:30750;gratuit:8201;total:38951;mdf-date:01/02/2003,label:musee de france
2543401,,Musée-Maison Natale Gustave Courbet,ORNANS,France,fr,closed,2009,payant:0;gratuit:0;total:;mdf-date:01/02/2003,label:musee de france
3901301,,Musée Sarret de Grozon,ARBOIS,France,fr,open,2009,payant:310;gratuit:1059;total:1369;mdf-date:01/02/2003,label:musee de france
3901302,,Musée de la Vigne et du Vin,ARBOIS,France,fr,open,2009,payant:2973;gratuit:728;total:3701;mdf-date:01/02/2003,label:musee de france
3943401,,Musée Municipal de Poligny,POLIGNY,France,fr,closed,2009,payant:0;gratuit:0;total:;mdf-date:01/02/2003,label:musee de france
3947801,,Musée de l'Abbaye/Donations Guy Bardone - René Genis,SAINT-CLAUDE,France,fr,open,2009,payant:6905;gratuit:6950;total:13855;mdf-date:01/02/2003,label:musee de france
3950002,,Musée Max Claudet,SALINS-LES-BAINS,France,fr,closed,2009,payant:0;gratuit:0;total:;mdf-date:01/02/2003,label:musee de france
